State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),FIPS Code,Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area
Oregon,1976,16821.7,2372155,7091,41.0,1739583.3333333333,1096036.0833333333,63.01666666666667,994420.0833333334,57.15,101616.0,9.266666666666667
Pennsylvania,1988,203001.5,11845755,17137,42.0,9341750.0,5761303.083333333,61.65,5465254.75,58.51666666666667,296048.3333333333,5.133333333333334
Pennsylvania,2010,535335.5,12716521,42098,42.0,10049131.333333334,6358834.166666667,63.291666666666664,5839354.583333333,58.10833333333333,519479.5833333333,8.166666666666666
Pennsylvania,1999,348489.2,12263805,28416,42.0,9466513.666666666,6094373.75,64.39166666666667,5821865.916666667,61.5,272507.8333333333,4.491666666666666
Pennsylvania,2021,833322.0,13013614,64035,42.0,10496024.333333334,6448908.833333333,61.44166666666666,6059661.083333333,57.73333333333333,389247.75,6.033333333333334
Pennsylvania,1995,287343.8,12198403,23556,42.0,9378316.0,5900946.416666667,62.93333333333334,5553458.25,59.208333333333336,347488.1666666667,5.875
Pennsylvania,1985,168297.9,11770865,14298,42.0,9203666.666666666,5548038.5,60.275,5104029.416666667,55.449999999999996,444009.0833333333,8.0
Pennsylvania,2017,671702.8,12945337,51888,42.0,10357025.416666666,6483683.416666667,62.6,6160931.166666667,59.48333333333333,322752.25,4.9750000000000005
Pennsylvania,2006,472940.6,12510809,37803,42.0,9767931.75,6298176.0,64.46666666666667,6002036.333333333,61.449999999999996,296139.6666666667,4.708333333333333
Pennsylvania,1984,158758.8,11815175,13437,42.0,9195166.666666666,5491619.416666667,59.73333333333333,5001268.5,54.38333333333333,490350.9166666667,8.933333333333334
Pennsylvania,1980,119133.9,11868305,10038,42.0,9049333.333333334,5442000.083333333,60.14166666666667,4998853.666666667,55.23333333333333,443146.4166666667,8.141666666666667
Pennsylvania,1976,81283.2,11887478,6838,42.0,8807166.666666666,5138443.0,58.324999999999996,4726784.166666667,53.65833333333333,411658.8333333333,8.008333333333333
Pennsylvania,1977,89174.1,11881857,7505,42.0,8879000.0,5214011.833333333,58.725,4810467.083333333,54.166666666666664,403544.75,7.741666666666667
Pennsylvania,1978,98272.0,11864774,8283,42.0,8938916.666666666,5302828.666666667,59.324999999999996,4932111.666666667,55.18333333333334,370717.0,7.008333333333333
Pennsylvania,1979,108710.1,11873563,9156,42.0,9001833.333333334,5376015.25,59.725,5000875.583333333,55.541666666666664,375139.6666666667,6.9750000000000005
Pennsylvania,1981,131383.6,11858569,11079,42.0,9107000.0,5468537.416666667,60.05833333333334,5011556.416666667,55.025,456981.0,8.366666666666667
Pennsylvania,1982,140328.3,11845146,11847,42.0,9146000.0,5481473.416666667,59.93333333333334,4884012.5,53.4,597460.9166666666,10.9
Pennsylvania,1983,147211.7,11837726,12436,42.0,9176416.666666666,5474879.25,59.65,4866417.166666667,53.03333333333333,608462.0833333334,11.108333333333334
Pennsylvania,1986,177003.2,11782754,15022,42.0,9243500.0,5623240.833333333,60.85,5230245.083333333,56.574999999999996,392995.75,6.983333333333333
Pennsylvania,1987,186827.6,11810869,15818,42.0,9297500.0,5663239.5,60.916666666666664,5337171.5,57.4,326068.0,5.75
Pennsylvania,1989,219827.0,11865992,18526,42.0,9366750.0,5834411.25,62.291666666666664,5548945.5,59.24166666666667,285465.75,4.8999999999999995
Pennsylvania,1990,232899.9,11903299,19566,42.0,9205918.666666666,5813004.5,63.125,5493100.833333333,59.65833333333333,319903.6666666667,5.516666666666667
Pennsylvania,1991,242842.8,11982164,20267,42.0,9257368.333333334,5844175.416666667,63.125,5440000.5,58.75,404174.9166666667,6.916666666666667
Pennsylvania,1992,255911.5,12049450,21238,42.0,9284188.916666666,5895352.0,63.49166666666667,5455811.416666667,58.76666666666667,439540.5833333333,7.45
Pennsylvania,1993,265557.2,12119724,21911,42.0,9322176.0,5897936.833333333,63.26666666666667,5489480.916666667,58.9,408455.9166666667,6.933333333333334
Pennsylvania,1994,274855.9,12166050,22592,42.0,9351246.0,5891901.333333333,63.00833333333333,5519296.583333333,59.03333333333333,372604.75,6.316666666666666
Pennsylvania,1996,301835.6,12220464,24699,42.0,9409219.333333334,5985630.666666667,63.625,5656922.5,60.125,328708.1666666667,5.491666666666667
Pennsylvania,1997,317130.5,12227814,25935,42.0,9420956.583333334,6061116.416666667,64.34166666666667,5749496.416666667,61.025,311620.0,5.141666666666667
Pennsylvania,2000,372690.7,12284173,30339,42.0,9486292.083333334,6106997.75,64.39166666666667,5849096.0,61.666666666666664,257901.75,4.225
Pennsylvania,1998,334421.8,12245672,27309,42.0,9439610.333333334,6066043.416666667,64.25833333333334,5782183.666666667,61.25833333333333,283859.75,4.691666666666666
Pennsylvania,2001,388186.3,12298970,31563,42.0,9515842.333333334,6177826.916666667,64.925,5881537.833333333,61.80833333333334,296289.0833333333,4.808333333333334
Pennsylvania,2002,395633.3,12331031,32084,42.0,9559023.75,6213768.25,65.01666666666667,5869153.833333333,61.4,344614.4166666667,5.533333333333334
Pennsylvania,2003,409185.8,12374658,33066,42.0,9606889.75,6157693.916666667,64.10000000000001,5807071.666666667,60.44166666666666,350622.25,5.7
Pennsylvania,2004,432634.7,12410722,34860,42.0,9649682.083333334,6211705.916666667,64.38333333333334,5878103.833333333,60.916666666666664,333602.0833333333,5.358333333333333
Pennsylvania,2005,450359.7,12449990,36173,42.0,9702277.0,6256787.333333333,64.48333333333333,5944422.5,61.26666666666667,312364.8333333333,4.983333333333333
Pennsylvania,2007,502658.8,12563937,40008,42.0,9829441.166666666,6347444.5,64.56666666666666,6058596.5,61.64166666666667,288848.0,4.558333333333334
Pennsylvania,2008,522993.8,12612285,41467,42.0,9888397.333333334,6440679.0,65.13333333333334,6095858.166666667,61.65,344820.8333333333,5.3500000000000005
Pennsylvania,2009,512318.2,12666858,40446,42.0,9939374.416666666,6402933.416666667,64.425,5892382.916666667,59.28333333333333,510550.5,7.974999999999999
Pennsylvania,2011,563528.9,12772774,44120,42.0,10119106.166666666,6380658.083333333,63.050000000000004,5886082.75,58.175000000000004,494575.3333333333,7.741666666666667
Pennsylvania,2012,584880.3,12815609,45638,42.0,10156562.083333334,6449656.666666667,63.50833333333333,5955823.666666667,58.64166666666667,493833.0,7.658333333333334
Pennsylvania,2018,707043.4,12980864,54468,42.0,10388655.166666666,6509529.583333333,62.675000000000004,6221654.416666667,59.88333333333333,287875.1666666667,4.416666666666667
Pennsylvania,2019,729142.3,12991448,56125,42.0,10411565.833333334,6572481.25,63.14166666666667,6288106.416666667,60.4,284374.8333333333,4.325
Pennsylvania,2020,783825.6,12995477,60315,42.0,10458262.916666666,6511557.833333333,62.275,5931392.916666667,56.71666666666667,580164.9166666666,8.916666666666666
Pennsylvania,2022,836778.3,12972091,64506,42.0,10490812.833333334,6476709.333333333,61.73333333333333,6195460.75,59.050000000000004,281248.5833333333,4.3500000000000005
Pennsylvania,2015,635818.0,12898688,49293,42.0,10218362.833333334,6423541.583333333,62.875,6077358.0,59.475,346183.5833333333,5.391666666666667
Pennsylvania,2014,611421.7,12880463,47469,42.0,10205655.833333334,6388979.75,62.60833333333334,6009665.25,58.89166666666667,379314.5,5.933333333333334
Pennsylvania,2016,653328.9,12918191,50574,42.0,10232466.25,6459696.333333333,63.11666666666667,6114930.5,59.75833333333333,344765.8333333333,5.341666666666666
Pennsylvania,2013,589720.2,12846775,45904,42.0,10181063.916666666,6421174.166666667,63.06666666666666,5964327.583333333,58.59166666666667,456846.5833333333,7.1000000000000005
Rhode Island,1980,9393.4,948773,9901,44.0,719916.6666666666,470975.5,65.425,436830.3333333333,60.68333333333334,34145.166666666664,7.241666666666667
Rhode Island,1984,13361.0,961895,13890,44.0,741666.6666666666,488335.3333333333,65.84166666666667,462388.9166666667,62.34166666666667,25946.416666666668,5.316666666666666
Rhode Island,2006,41162.0,1063096,38719,44.0,837532.5,571604.8333333334,68.24166666666666,541687.0833333334,64.675,29917.75,5.216666666666667
Rhode Island,2017,54704.3,1084914,50423,44.0,882242.0,568045.9166666666,64.375,542435.3333333334,61.49166666666667,25610.583333333332,4.508333333333334
Rhode Island,1985,14402.4,968956,14864,44.0,748000.0,498563.5833333333,66.65833333333333,475338.5,63.550000000000004,23225.083333333332,4.658333333333333
Rhode Island,1995,24279.0,1017002,23873,44.0,784052.5833333334,511701.75,65.25,479350.0833333333,61.14166666666667,32351.666666666668,6.316666666666666
Rhode Island,2021,69837.3,1097092,63657,44.0,899521.0833333334,571624.5833333334,63.550000000000004,540111.9166666666,60.05833333333334,31512.666666666668,5.508333333333333
Rhode Island,1999,29581.1,1040402,28432,44.0,806405.75,539990.9166666666,66.95,517329.5833333333,64.15833333333333,22661.333333333332,4.2
Rhode Island,2010,44973.9,1054954,42631,44.0,842734.75,571356.0,67.78333333333333,504971.0833333333,59.925000000000004,66384.91666666667,11.625
Rhode Island,1988,18223.0,996407,18289,44.0,767416.6666666666,516750.25,67.35,501506.1666666667,65.35000000000001,15244.083333333334,2.9416666666666664
Rhode Island,2013,48187.0,1068168,45112,44.0,850781.75,558853.1666666666,65.675,505935.9166666667,59.458333333333336,52917.25,9.475
Rhode Island,2016,52514.5,1082251,48523,44.0,858158.5833333334,553420.5,64.5,524505.8333333334,61.11666666666667,28914.666666666668,5.241666666666666
Rhode Island,2014,50045.1,1073041,46639,44.0,853716.0,556750.8333333334,65.23333333333333,513502.5,60.15,43248.333333333336,7.766666666666667
Rhode Island,2015,51775.2,1077348,48058,44.0,855938.4166666666,555146.6666666666,64.875,521712.4166666667,60.949999999999996,33434.25,6.0249999999999995
Rhode Island,2022,69514.2,1093842,63551,44.0,899721.25,569925.8333333334,63.35,551619.0833333334,61.324999999999996,18306.75,3.216666666666667
Rhode Island,2020,64756.6,1096444,59061,44.0,896853.9166666666,570136.8333333334,63.550000000000004,517836.75,57.73333333333333,52300.083333333336,9.208333333333334
Rhode Island,2019,60313.6,1094524,55105,44.0,891912.0833333334,574340.25,64.39166666666667,554047.8333333334,62.10833333333333,20292.416666666668,3.5500000000000003
Rhode Island,2018,56918.9,1091751,52135,44.0,887693.5,572677.8333333334,64.50833333333334,549519.6666666666,61.90833333333333,23158.166666666668,4.033333333333333
Rhode Island,2012,48186.5,1063602,45305,44.0,848000.5,560313.75,66.075,502979.5,59.31666666666666,57334.25,10.216666666666667
Rhode Island,2011,46685.4,1058647,44099,44.0,844462.75,561981.75,66.55,500062.6666666667,59.208333333333336,61919.083333333336,11.016666666666666
Rhode Island,2009,42764.9,1053646,40588,44.0,841734.6666666666,571261.4166666666,67.86666666666666,506085.25,60.13333333333333,65176.166666666664,11.391666666666666
Rhode Island,2008,43768.6,1055003,41487,44.0,838434.4166666666,568367.25,67.8,525197.1666666666,62.64166666666667,43170.083333333336,7.6000000000000005
Rhode Island,2007,42935.2,1057315,40608,44.0,837511.0,571058.1666666666,68.18333333333332,541900.75,64.71666666666667,29157.416666666668,5.108333333333333
Rhode Island,2005,39241.3,1067916,36746,44.0,837143.0,563341.5833333334,67.29166666666667,534501.5833333334,63.85,28840.0,5.108333333333333
Rhode Island,2004,38541.5,1074579,35867,44.0,837494.1666666666,555609.5,66.35000000000001,526440.5833333334,62.85833333333333,29168.916666666668,5.25
Rhode Island,2003,36700.2,1071342,34256,44.0,834524.9166666666,560630.75,67.18333333333334,529395.4166666666,63.416666666666664,31235.333333333332,5.575
Rhode Island,2002,34965.7,1065995,32801,44.0,827928.0,550394.5833333334,66.48333333333333,522335.0833333333,63.083333333333336,28059.5,5.108333333333333
Rhode Island,2001,33611.8,1057142,31795,44.0,819601.5,541656.5,66.10000000000001,517544.75,63.14166666666667,24111.75,4.441666666666666
Rhode Island,1998,28349.7,1031155,27493,44.0,800630.0833333334,532198.5,66.49166666666666,507970.8333333333,63.458333333333336,24227.666666666668,4.541666666666667
Rhode Island,2000,31875.3,1050268,30350,44.0,812627.25,542661.25,66.78333333333333,520912.5833333333,64.1,21748.666666666668,4.0
Rhode Island,1997,26554.3,1025353,25898,44.0,794187.5,531521.6666666666,66.925,503246.0833333333,63.35833333333333,28275.583333333332,5.325
Rhode Island,1996,25113.2,1020893,24599,44.0,789328.5,518493.8333333333,65.69166666666666,491470.6666666667,62.26666666666667,27023.166666666668,5.2250000000000005
Rhode Island,1994,23050.7,1015960,22689,44.0,781776.9166666666,514709.0,65.825,480533.0833333333,61.475,34175.916666666664,6.633333333333333
Rhode Island,1993,22483.7,1015112,22149,44.0,780167.75,523421.8333333333,67.09166666666667,483956.5833333333,62.01666666666667,39465.25,7.541666666666667
Rhode Island,1992,21572.6,1012581,21305,44.0,779475.3333333334,530184.3333333334,68.01666666666667,482540.0833333333,61.9,47644.25,8.983333333333333
Rhode Island,1991,20648.3,1010649,20431,44.0,779699.4166666666,525339.5,67.38333333333334,481079.25,61.69166666666666,44260.25,8.416666666666666
Rhode Island,1990,20430.4,1005995,20309,44.0,775851.3333333334,523457.25,67.47500000000001,490749.3333333333,63.25,32707.916666666668,6.25
Rhode Island,1989,19829.2,1000666,19816,44.0,769666.6666666666,518905.25,67.425,498706.5,64.79166666666667,20198.75,3.9
Rhode Island,1987,16481.7,989605,16655,44.0,762250.0,514212.1666666667,67.46666666666667,495189.4166666667,64.95833333333333,19022.75,3.6999999999999997
Rhode Island,1986,15441.4,977340,15799,44.0,754250.0,505875.1666666667,67.06666666666666,485311.9166666667,64.35833333333333,20563.25,4.075
Rhode Island,1983,12185.5,956382,12741,44.0,735416.6666666666,480931.3333333333,65.39999999999999,440291.5833333333,59.85833333333333,40639.75,8.458333333333334
Rhode Island,1982,11258.5,954170,11799,44.0,731583.3333333334,482478.3333333333,65.94166666666666,434308.6666666667,59.375,48169.666666666664,9.991666666666667
Rhode Island,1981,10455.1,953012,10971,44.0,726416.6666666666,476675.5833333333,65.625,440636.1666666667,60.65833333333333,36039.416666666664,7.558333333333334
Rhode Island,1979,8362.7,956643,8742,44.0,719000.0,463462.9166666667,64.46666666666667,434149.0833333333,60.375,29313.833333333332,6.316666666666666
Rhode Island,1978,7531.2,957237,7868,44.0,714333.3333333334,450759.5,63.09166666666667,422293.25,59.11666666666667,28466.25,6.308333333333334
Rhode Island,1977,6864.9,955128,7187,44.0,706083.3333333334,448794.5,63.550000000000004,412663.25,58.416666666666664,36131.25,8.041666666666666
Rhode Island,1976,6272.4,950321,6600,44.0,695750.0,441462.5,63.449999999999996,406169.0833333333,58.38333333333333,35293.416666666664,8.008333333333333
South Carolina,1988,48206.1,3412097,14128,45.0,2533000.0,1660897.3333333333,65.575,1583977.0833333333,62.525,76920.25,4.633333333333334
South Carolina,2010,151745.9,4633890,32747,45.0,3564618.8333333335,2173901.3333333335,61.0,1928271.5833333333,54.083333333333336,245629.75,11.299999999999999
South Carolina,1999,94148.5,3974682,23687,45.0,2989560.3333333335,1958586.9166666667,65.51666666666667,1877426.8333333333,62.80833333333334,81160.08333333333,4.141666666666667
South Carolina,2021,274347.8,5193848,52822,45.0,4124125.6666666665,2354763.9166666665,57.10833333333333,2261336.1666666665,54.824999999999996,93427.75,3.983333333333333
South Carolina,1995,73997.4,3748582,19740,45.0,2813951.6666666665,1863859.3333333333,66.24166666666666,1768560.6666666667,62.85833333333333,95298.66666666667,5.1000000000000005
South Carolina,1985,38691.6,3303211,11713,45.0,2426500.0,1548853.8333333333,63.824999999999996,1443423.3333333333,59.48333333333333,105430.5,6.8
South Carolina,2017,210387.6,4965753,42368,45.0,3897644.75,2261727.0833333335,58.03333333333333,2166759.0833333335,55.574999999999996,94968.0,4.2
South Carolina,2006,134174.2,4357847,30789,45.0,3305436.5833333335,2148865.5833333335,65.0,2000994.6666666667,60.525,147870.91666666666,6.875
South Carolina,1984,36148.9,3271864,11048,45.0,2378500.0,1495541.25,62.89166666666667,1391649.3333333333,58.51666666666667,103891.91666666667,6.95
South Carolina,1980,24971.8,3134502,7967,45.0,2221250.0,1396141.8333333333,62.86666666666667,1302253.4166666667,58.625,93888.41666666667,6.7250000000000005
South Carolina,1976,16096.3,2941407,5472,45.0,2007416.6666666667,1299242.0833333333,64.72500000000001,1208131.8333333333,60.18333333333334,91110.25,7.0249999999999995
South Carolina,1977,17592.5,2988979,5886,45.0,2061250.0,1326958.9166666667,64.375,1237431.25,60.03333333333333,89527.66666666667,6.733333333333333
South Carolina,1978,19879.1,3041068,6537,45.0,2117666.6666666665,1357619.1666666667,64.125,1282004.8333333333,60.53333333333333,75614.33333333333,5.558333333333334
South Carolina,1979,22283.2,3086885,7219,45.0,2169416.6666666665,1374774.4166666667,63.375,1306254.3333333333,60.21666666666667,68520.08333333333,4.983333333333333
South Carolina,1981,28101.8,3179255,8839,45.0,2266583.3333333335,1431830.4166666667,63.18333333333334,1315068.4166666667,58.025,116762.0,8.15
South Carolina,1982,29878.3,3207611,9315,45.0,2307333.3333333335,1482249.75,64.25,1322517.25,57.31666666666666,159732.5,10.775
South Carolina,1983,32452.2,3234068,10034,45.0,2341083.3333333335,1479222.75,63.175000000000004,1333183.5833333333,56.958333333333336,146039.16666666666,9.891666666666667
South Carolina,1986,41354.9,3342759,12371,45.0,2455333.3333333335,1592556.75,64.85833333333333,1491059.6666666667,60.73333333333333,101497.08333333333,6.366666666666667
South Carolina,1987,44239.8,3380507,13087,45.0,2495333.3333333335,1631574.6666666667,65.39166666666667,1542213.6666666667,61.800000000000004,89361.0,5.483333333333333
South Carolina,1989,52466.5,3456777,15178,45.0,2566000.0,1693310.9166666667,66.0,1615144.5,62.949999999999996,78166.41666666667,4.616666666666666
South Carolina,1990,56391.0,3501155,16106,45.0,2611842.9166666665,1737923.0833333333,66.55,1652692.5,63.291666666666664,85230.58333333333,4.908333333333333
South Carolina,1991,58930.9,3570404,16505,45.0,2663758.8333333335,1767197.0,66.35000000000001,1659312.1666666667,62.300000000000004,107884.83333333333,6.108333333333333
South Carolina,1992,62654.7,3620464,17306,45.0,2699744.6666666665,1799853.6666666667,66.675,1678576.75,62.175000000000004,121276.91666666667,6.75
South Carolina,1993,65852.0,3663314,17976,45.0,2739480.3333333335,1826919.5,66.69166666666668,1693667.0,61.833333333333336,133252.5,7.291666666666667
South Carolina,1994,69837.5,3705397,18848,45.0,2775049.0,1841008.6666666667,66.35000000000001,1727608.25,62.25833333333333,113400.41666666667,6.158333333333334
South Carolina,1996,78652.0,3796200,20719,45.0,2851103.5,1886509.4166666667,66.15833333333333,1779545.9166666667,62.416666666666664,106963.5,5.666666666666667
South Carolina,1997,83696.8,3859696,21685,45.0,2897839.3333333335,1920583.5833333333,66.28333333333333,1834650.9166666667,63.31666666666666,85932.66666666667,4.5
South Carolina,2000,100705.3,4024223,25025,45.0,3027367.0,1965860.4166666667,64.93333333333334,1892596.1666666667,62.50833333333333,73264.25,3.733333333333333
South Carolina,1998,89751.9,3919235,22900,45.0,2945825.0,1941152.0833333333,65.88333333333334,1870642.5833333333,63.50833333333333,70509.5,3.6333333333333333
South Carolina,2001,104242.1,4064995,25644,45.0,3064190.5,1941372.0,63.35833333333333,1838978.6666666667,60.0,102393.33333333333,5.283333333333333
South Carolina,2002,107305.3,4107795,26122,45.0,3098739.1666666665,1954965.4166666667,63.09166666666667,1829183.9166666667,59.03333333333333,125781.5,6.433333333333334
South Carolina,2003,111196.7,4150297,26792,45.0,3133914.8333333335,1999162.0,63.791666666666664,1855169.25,59.18333333333334,143992.75,7.191666666666666
South Carolina,2004,117451.8,4210921,27892,45.0,3178645.0833333335,2043291.9166666667,64.3,1891435.75,59.50833333333333,151856.16666666666,7.441666666666666
South Carolina,2005,124417.0,4270150,29136,45.0,3234048.5,2070940.4166666667,64.03333333333333,1919859.9166666667,59.35,151080.5,7.291666666666667
South Carolina,2007,143055.1,4444110,32190,45.0,3374547.8333333335,2155184.3333333335,63.875,2024883.9166666667,60.01666666666667,130300.41666666667,6.066666666666666
South Carolina,2008,149954.4,4528996,33110,45.0,3439973.75,2160367.9166666665,62.80833333333334,2002366.75,58.199999999999996,158001.16666666666,7.291666666666667
South Carolina,2009,146753.7,4589872,31973,45.0,3490447.8333333335,2167345.25,62.1,1920213.6666666667,55.01666666666667,247131.58333333334,11.408333333333333
South Carolina,2011,160391.1,4662785,34398,45.0,3612048.0833333335,2185411.5833333335,60.49166666666667,1957392.8333333333,54.19166666666666,228018.75,10.45
South Carolina,2012,168271.2,4701074,35794,45.0,3655515.0,2190562.1666666665,59.925000000000004,1993104.3333333333,54.541666666666664,197457.83333333334,9.033333333333333
South Carolina,2018,219942.1,5021059,43804,45.0,3948447.75,2281633.75,57.78333333333333,2204742.75,55.833333333333336,76891.0,3.375
South Carolina,2019,234324.0,5077543,46149,45.0,4002600.75,2324736.0,58.1,2260037.9166666665,56.475,64698.083333333336,2.783333333333333
South Carolina,2020,250288.3,5132151,48769,45.0,4062556.3333333335,2334336.5,57.44166666666666,2194506.8333333335,54.01666666666667,139829.66666666666,5.983333333333333
South Carolina,2022,283245.8,5282955,53615,45.0,4204316.666666667,2374845.25,56.475,2297825.5,54.65833333333333,77019.75,3.2583333333333333
South Carolina,2015,192054.7,4852678,39577,45.0,3822409.0,2268262.0,59.34166666666667,2134595.5,55.85,133666.5,5.8999999999999995
South Carolina,2016,200027.4,4910768,40732,45.0,3888005.0833333335,2286257.4166666665,58.791666666666664,2174080.75,55.925000000000004,112176.66666666667,4.916666666666667
South Carolina,2013,170204.8,4740306,35906,45.0,3704280.8333333335,2198241.8333333335,59.35,2035002.75,54.93333333333334,163239.08333333334,7.425
South Carolina,2014,180837.7,4792246,37735,45.0,3759001.5,2222606.9166666665,59.125,2082929.25,55.416666666666664,139677.66666666666,6.2749999999999995
South Dakota,1980,5716.5,690851,8275,46.0,495333.3333333333,331988.4166666667,67.02499999999999,316320.25,63.85833333333333,15668.166666666666,4.716666666666666
South Dakota,1984,8268.3,697250,11858,46.0,507166.6666666667,340811.1666666667,67.19166666666668,325886.0,64.25833333333334,14925.166666666666,4.366666666666666
South Dakota,2006,27393.1,783033,34983,46.0,597236.25,432784.25,72.46666666666667,419768.5,70.28333333333333,13015.75,3.0
South Dakota,2017,42989.3,870163,49404,46.0,658460.4166666666,455318.0,69.14166666666667,441430.75,67.04166666666667,13887.25,3.0500000000000003
South Dakota,1985,8481.2,698404,12144,46.0,506250.0,346067.5,68.35833333333333,329357.25,65.05,16710.25,4.825
South Dakota,1995,14864.8,737925,20144,46.0,537657.3333333334,384627.0,71.52499999999999,372391.75,69.26666666666667,12235.25,3.1833333333333336
South Dakota,2021,58627.9,896299,65411,46.0,683982.4166666666,469680.3333333333,68.675,457245.5,66.85000000000001,12434.833333333334,2.6416666666666666
South Dakota,1999,18948.9,750412,25251,46.0,556421.3333333334,403471.6666666667,72.51666666666667,392514.0,70.53333333333333,10957.666666666666,2.725
South Dakota,2010,33682.9,816078,41274,46.0,619307.3333333334,443634.75,71.625,421839.25,68.10833333333333,21795.5,4.908333333333334
South Dakota,1988,9740.4,698160,13952,46.0,518416.6666666667,357016.0833333333,68.875,342376.4166666667,66.04166666666667,14639.666666666666,4.091666666666667
South Dakota,2014,39607.1,847634,46727,46.0,643820.25,450719.75,70.02499999999999,435727.5,67.675,14992.25,3.3333333333333335
South Dakota,2013,37840.2,841206,44983,46.0,638676.0833333334,447595.5833333333,70.075,431002.3333333333,67.5,16593.25,3.6999999999999997
South Dakota,2016,41551.5,860650,48279,46.0,654760.1666666666,455103.1666666667,69.50833333333334,441364.6666666667,67.425,13738.5,3.016666666666667
South Dakota,2015,41160.1,852134,48302,46.0,648268.0833333334,453123.8333333333,69.89166666666667,439347.0833333333,67.76666666666667,13776.75,3.0500000000000003
South Dakota,2022,62028.3,909869,68173,46.0,696214.8333333334,475022.4166666667,68.225,465217.5833333333,66.81666666666666,9804.833333333334,2.066666666666667
South Dakota,2020,52793.3,887852,59462,46.0,675725.5,464395.25,68.72500000000001,444763.9166666667,65.81666666666666,19631.333333333332,4.2250000000000005
South Dakota,2019,48031.4,882507,54426,46.0,669498.5833333334,464299.6666666667,69.34166666666667,451365.5,67.41666666666667,12934.166666666666,2.783333333333333
South Dakota,2018,45144.0,875300,51575,46.0,663384.3333333334,459214.9166666667,69.23333333333333,446371.5833333333,67.28333333333333,12843.333333333334,2.7916666666666665
South Dakota,2012,37469.6,832800,44992,46.0,631724.0,447123.5833333333,70.76666666666667,428999.9166666667,67.89166666666667,18123.666666666668,4.058333333333333
South Dakota,2011,36655.0,823160,44530,46.0,623837.5833333334,445800.0833333333,71.46666666666667,425327.6666666667,68.16666666666667,20472.416666666668,4.6000000000000005
South Dakota,2009,31827.1,807067,39435,46.0,617609.8333333334,441458.1666666667,71.48333333333333,421257.75,68.2,20200.416666666668,4.583333333333333
South Dakota,2008,32676.8,799124,40891,46.0,611460.75,439212.5,71.84166666666667,425595.0,69.59166666666667,13617.5,3.0833333333333335
South Dakota,2007,30342.5,791623,38330,46.0,604822.9166666666,436374.0,72.15833333333333,424004.3333333333,70.09166666666667,12369.666666666666,2.8249999999999997
South Dakota,2005,26005.4,775493,33534,46.0,589510.25,429250.25,72.80833333333334,414036.0,70.23333333333333,15214.25,3.5500000000000003
South Dakota,2004,24553.2,770396,31871,46.0,582859.3333333334,425938.8333333333,73.075,410600.4166666667,70.45,15338.416666666666,3.608333333333334
South Dakota,2003,22822.7,763729,29883,46.0,576253.6666666666,421433.3333333333,73.125,406827.5,70.6,14605.833333333334,3.475
South Dakota,2002,20898.5,760020,27497,46.0,571138.4166666666,416897.3333333333,72.99166666666666,403418.3333333333,70.64166666666667,13479.0,3.233333333333333
South Dakota,2001,20892.2,757972,27563,46.0,566359.0833333334,413392.6666666667,73.0,400974.5,70.8,12418.166666666666,3.0
South Dakota,1998,18102.9,746058,24265,46.0,551772.0,398060.4166666667,72.13333333333334,386718.25,70.08333333333333,11342.166666666666,2.841666666666667
South Dakota,2000,20201.2,755844,26727,46.0,561563.6666666666,408507.1666666667,72.75,398148.4166666667,70.91666666666667,10358.75,2.533333333333333
South Dakota,1997,16797.7,744223,22571,46.0,548956.0,393946.4166666667,71.76666666666667,382351.6666666667,69.64999999999999,11594.75,2.9416666666666664
South Dakota,1996,16415.5,742213,22117,46.0,545306.6666666666,390460.9166666667,71.6,377648.75,69.25,12812.166666666666,3.2916666666666665
South Dakota,1994,14573.9,730790,19943,46.0,529174.6666666666,376540.5,71.15833333333333,364201.1666666667,68.83333333333333,12339.333333333334,3.283333333333333
South Dakota,1993,13520.2,722159,18722,46.0,519692.0,367201.5833333333,70.65833333333333,354459.6666666667,68.20833333333333,12741.916666666666,3.4583333333333335
South Dakota,1992,12935.1,712801,18147,46.0,511042.6666666667,360919.25,70.63333333333334,348416.1666666667,68.19166666666666,12503.083333333334,3.475
South Dakota,1991,11982.0,703669,17028,46.0,505393.3333333333,354236.5833333333,70.09166666666667,341785.1666666667,67.625,12451.416666666666,3.525
South Dakota,1990,11483.9,697101,16474,46.0,500932.25,349284.5833333333,69.71666666666667,336572.6666666667,67.19166666666666,12711.916666666666,3.625
South Dakota,1989,10481.3,696698,15044,46.0,519000.0,360910.5833333333,69.54166666666667,346990.0833333333,66.85833333333333,13920.5,3.8499999999999996
South Dakota,1987,9303.5,696034,13366,46.0,515083.3333333333,352715.3333333333,68.47500000000001,337536.25,65.54166666666667,15179.083333333334,4.3
South Dakota,1986,8847.0,696036,12711,46.0,511250.0,350081.8333333333,68.47500000000001,333886.5,65.30833333333334,16195.333333333334,4.633333333333334
South Dakota,1983,7277.1,693009,10501,46.0,503666.6666666667,336470.6666666667,66.8,318961.8333333333,63.333333333333336,17508.833333333332,5.208333333333333
