State,Year,GDP (Millions of dollars),Population (Number of persons),Personal Income (Dollars),Total Civilian Non-Institutional Population in State/Area,Total Civilian Labor Force in State/Area,Percent (%) of State/Area's Population,Total Employment in State/Area,Percent (%) of Labor Force Employed in State/Area,Total Unemployment in State/Area,Percent (%) of Labor Force Unemployed in State/Area,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches),Allsky_Sfc_Par_Tot,Allsky_Sfc_Sw_Diff,Allsky_Sfc_Sw_Dni,Allsky_Sfc_Sw_Dwn,Allsky_Sfc_Uva,Allsky_Sfc_Uvb,Allsky_Sfc_Uv_Index,Allsky_Srf_Alb,Cloud_Amt,Clrsky_Sfc_Par_Tot,Clrsky_Sfc_Sw_Dwn,Gwetprof,Gwetroot,Gwettop,Ps,Qv2M,Rh2M,T2Mdew,T2Mwet,Toa_Sw_Dwn,Ts,Wd10M,Wd2M,Ws10M,Ws2M
ohio,1988,178136.8,10798554,16496,8230666.666666667,5325983.333333333,64.7,5005405.916666667,60.81666666666666,320577.4166666667,6.016666666666667,POTATOES,8700.0,11709000.0,195.0,50.4,867.0,6245.0,61.5,39.2,-4.06,-4.06,-4.06,-1.01,32.12,,,,13.97,,,,0.16,67.61,,19.32,0.62,0.62,0.63,98.31,6.29,71.5,4.18,7.17,28.15,10.05,252.25,252.81,3.17,1.41
ohio,1988,178136.8,10798554,16496,8230666.666666667,5325983.333333333,64.7,5005405.916666667,60.81666666666666,320577.4166666667,6.016666666666667,CORN,3000000.0,665550000.0,85.0,50.4,867.0,6245.0,61.5,39.2,-4.06,-4.06,-4.06,-1.01,32.12,,,,13.97,,,,0.16,67.61,,19.32,0.62,0.62,0.63,98.31,6.29,71.5,4.18,7.17,28.15,10.05,252.25,252.81,3.17,1.41
ohio,2013,473218.8,11611630,40754,9060001.75,5707086.75,62.99166666666667,5282928.166666667,58.300000000000004,424158.5833333333,7.458333333333333,WHEAT,640000.0,44800000.0,70.0,50.9,718.0,5903.0,60.5,41.3,1.81,1.81,1.55,0.79,41.69,71.32,6.4,13.08,13.67,9.37,0.19,,0.17,64.34,101.35,19.84,0.66,0.67,0.69,98.33,7.45,78.75,6.37,8.4,28.2,10.37,239.75,243.75,3.02,1.32
ohio,2013,473218.8,11611630,40754,9060001.75,5707086.75,62.99166666666667,5282928.166666667,58.300000000000004,424158.5833333333,7.458333333333333,POTATOES,1800.0,7459000.0,280.0,50.9,718.0,5903.0,60.5,41.3,1.81,1.81,1.55,0.79,41.69,71.32,6.4,13.08,13.67,9.37,0.19,,0.17,64.34,101.35,19.84,0.66,0.67,0.69,98.33,7.45,78.75,6.37,8.4,28.2,10.37,239.75,243.75,3.02,1.32
ohio,2013,473218.8,11611630,40754,9060001.75,5707086.75,62.99166666666667,5282928.166666667,58.300000000000004,424158.5833333333,7.458333333333333,CORN,3740000.0,2869852000.0,174.0,50.9,718.0,5903.0,60.5,41.3,1.81,1.81,1.55,0.79,41.69,71.32,6.4,13.08,13.67,9.37,0.19,,0.17,64.34,101.35,19.84,0.66,0.67,0.69,98.33,7.45,78.75,6.37,8.4,28.2,10.37,239.75,243.75,3.02,1.32
ohio,2016,521622.5,11701886,44576,9158367.5,5755683.5,62.84166666666667,5464299.833333333,59.666666666666664,291383.6666666667,5.075,WHEAT,560000.0,44800000.0,80.0,53.6,1044.0,5238.0,63.9,43.2,-0.97,-0.97,-0.93,-0.62,37.39,75.21,5.95,15.09,14.39,9.84,0.2,,0.16,60.61,102.14,19.9,0.62,0.63,0.63,98.3,7.69,75.19,7.14,9.61,28.16,12.06,247.19,248.88,3.0,1.32
ohio,2016,521622.5,11701886,44576,9158367.5,5755683.5,62.84166666666667,5464299.833333333,59.666666666666664,291383.6666666667,5.075,TOMATOES,5600.0,46862000.0,505.0,53.6,1044.0,5238.0,63.9,43.2,-0.97,-0.97,-0.93,-0.62,37.39,75.21,5.95,15.09,14.39,9.84,0.2,,0.16,60.61,102.14,19.9,0.62,0.63,0.63,98.3,7.69,75.19,7.14,9.61,28.16,12.06,247.19,248.88,3.0,1.32
ohio,2016,521622.5,11701886,44576,9158367.5,5755683.5,62.84166666666667,5464299.833333333,59.666666666666664,291383.6666666667,5.075,CORN,3300000.0,1894167000.0,159.0,53.6,1044.0,5238.0,63.9,43.2,-0.97,-0.97,-0.93,-0.62,37.39,75.21,5.95,15.09,14.39,9.84,0.2,,0.16,60.61,102.14,19.9,0.62,0.63,0.63,98.3,7.69,75.19,7.14,9.61,28.16,12.06,247.19,248.88,3.0,1.32
ohio,2014,492475.6,11648446,42278,9097252.583333334,5712910.75,62.800000000000004,5381111.75,59.15,331799.0,5.8,WHEAT,545000.0,40330000.0,74.0,49.2,643.0,6450.0,59.3,39.1,2.53,2.53,2.53,0.4,38.56,72.59,6.1,13.93,13.99,9.49,0.19,,0.18,64.14,101.13,19.86,0.64,0.66,0.66,98.25,6.96,76.5,5.28,7.55,28.2,9.74,246.5,249.94,3.09,1.37
ohio,2014,492475.6,11648446,42278,9097252.583333334,5712910.75,62.800000000000004,5381111.75,59.15,331799.0,5.8,POTATOES,1500.0,4914000.0,280.0,49.2,643.0,6450.0,59.3,39.1,2.53,2.53,2.53,0.4,38.56,72.59,6.1,13.93,13.99,9.49,0.19,,0.18,64.14,101.13,19.86,0.64,0.66,0.66,98.25,6.96,76.5,5.28,7.55,28.2,9.74,246.5,249.94,3.09,1.37
ohio,2014,492475.6,11648446,42278,9097252.583333334,5712910.75,62.800000000000004,5381111.75,59.15,331799.0,5.8,CORN,3480000.0,2315174000.0,176.0,49.2,643.0,6450.0,59.3,39.1,2.53,2.53,2.53,0.4,38.56,72.59,6.1,13.93,13.99,9.49,0.19,,0.18,64.14,101.13,19.86,0.64,0.66,0.66,98.25,6.96,76.5,5.28,7.55,28.2,9.74,246.5,249.94,3.09,1.37
ohio,2015,511339.8,11674128,43801,9127141.0,5712032.0,62.583333333333336,5429453.166666667,59.49166666666667,282578.8333333333,4.95,WHEAT,480000.0,32160000.0,67.0,51.6,792.0,5674.0,61.9,41.4,-0.26,2.31,1.93,0.51,43.01,73.45,6.21,14.27,14.12,9.57,0.2,,0.2,63.7,101.0,19.75,0.62,0.63,0.64,98.37,7.51,75.94,6.54,8.89,28.21,11.16,248.5,252.88,2.97,1.3
ohio,2015,511339.8,11674128,43801,9127141.0,5712032.0,62.583333333333336,5429453.166666667,59.49166666666667,282578.8333333333,4.95,POTATOES,1200.0,3533000.0,230.0,51.6,792.0,5674.0,61.9,41.4,-0.26,2.31,1.93,0.51,43.01,73.45,6.21,14.27,14.12,9.57,0.2,,0.2,63.7,101.0,19.75,0.62,0.63,0.64,98.37,7.51,75.94,6.54,8.89,28.21,11.16,248.5,252.88,2.97,1.3
ohio,2015,511339.8,11674128,43801,9127141.0,5712032.0,62.583333333333336,5429453.166666667,59.49166666666667,282578.8333333333,4.95,CORN,3260000.0,1940254000.0,153.0,51.6,792.0,5674.0,61.9,41.4,-0.26,2.31,1.93,0.51,43.01,73.45,6.21,14.27,14.12,9.57,0.2,,0.2,63.7,101.0,19.75,0.62,0.63,0.64,98.37,7.51,75.94,6.54,8.89,28.21,11.16,248.5,252.88,2.97,1.3
ohio,2022,679233.0,11759697,57759,9339326.833333334,5742445.5,61.49166666666667,5511702.75,59.0,230742.75,4.0249999999999995,WHEAT,465000.0,36735000.0,79.0,51.7,863.0,5698.0,62.0,41.5,2.39,2.39,2.39,0.26,40.24,75.61,6.04,15.09,14.49,9.88,0.2,,0.18,62.56,102.94,20.09,0.66,0.68,0.68,98.31,7.39,76.0,6.27,8.62,28.21,10.87,239.5,241.94,3.06,1.34
ohio,2022,679233.0,11759697,57759,9339326.833333334,5742445.5,61.49166666666667,5511702.75,59.0,230742.75,4.0249999999999995,CORN,3180000.0,3734465000.0,187.0,51.7,863.0,5698.0,62.0,41.5,2.39,2.39,2.39,0.26,40.24,75.61,6.04,15.09,14.49,9.88,0.2,,0.18,62.56,102.94,20.09,0.66,0.68,0.68,98.31,7.39,76.0,6.27,8.62,28.21,10.87,239.5,241.94,3.06,1.34
ohio,2020,623836.0,11798292,52875,9335357.5,5752792.166666667,61.61666666666667,5277985.333333333,56.53333333333333,474806.8333333333,8.291666666666666,WHEAT,490000.0,34790000.0,71.0,53.0,876.0,5250.0,62.8,43.2,-1.02,1.56,0.1,0.28,42.31,72.68,6.01,13.96,13.9,9.5,0.2,,0.17,63.84,101.24,19.8,0.68,0.7,0.7,98.29,7.57,78.12,7.31,9.45,28.16,11.51,247.12,250.06,2.97,1.3
ohio,2020,623836.0,11798292,52875,9335357.5,5752792.166666667,61.61666666666667,5277985.333333333,56.53333333333333,474806.8333333333,8.291666666666666,CORN,3300000.0,2646567000.0,171.0,53.0,876.0,5250.0,62.8,43.2,-1.02,1.56,0.1,0.28,42.31,72.68,6.01,13.96,13.9,9.5,0.2,,0.17,63.84,101.24,19.8,0.68,0.7,0.7,98.29,7.57,78.12,7.31,9.45,28.16,11.51,247.12,250.06,2.97,1.3
ohio,2019,582400.4,11788547,49404,9298345.5,5878787.333333333,63.23333333333333,5633325.416666667,60.59166666666667,245461.91666666666,4.183333333333334,WHEAT,385000.0,21560000.0,56.0,52.4,945.0,5571.0,62.4,42.4,4.78,4.78,4.78,0.97,46.87,72.96,6.4,13.44,13.94,9.56,0.2,,0.17,66.32,101.31,19.75,0.72,0.74,0.73,98.26,7.93,79.56,7.4,9.37,28.19,11.19,247.75,250.19,3.0,1.32
ohio,2019,582400.4,11788547,49404,9298345.5,5878787.333333333,63.23333333333333,5633325.416666667,60.59166666666667,245461.91666666666,4.183333333333334,CORN,2570000.0,1647987000.0,164.0,52.4,945.0,5571.0,62.4,42.4,4.78,4.78,4.78,0.97,46.87,72.96,6.4,13.44,13.94,9.56,0.2,,0.17,66.32,101.31,19.75,0.72,0.74,0.73,98.26,7.93,79.56,7.4,9.37,28.19,11.19,247.75,250.19,3.0,1.32
ohio,2018,562523.0,11762842,47822,9267911.833333334,5820730.75,62.800000000000004,5558712.5,59.98333333333333,262018.25,4.5,WHEAT,450000.0,33750000.0,75.0,52.2,1062.0,5765.0,61.5,42.9,2.64,2.64,2.64,1.71,50.93,71.64,6.26,13.05,13.7,9.4,0.2,,0.18,68.0,101.04,19.69,0.71,0.73,0.73,98.36,8.18,81.5,7.58,9.34,28.19,10.99,242.94,247.44,2.91,1.28
ohio,2018,562523.0,11762842,47822,9267911.833333334,5820730.75,62.800000000000004,5558712.5,59.98333333333333,262018.25,4.5,TOMATOES,5400.0,52173000.0,520.0,52.2,1062.0,5765.0,61.5,42.9,2.64,2.64,2.64,1.71,50.93,71.64,6.26,13.05,13.7,9.4,0.2,,0.18,68.0,101.04,19.69,0.71,0.73,0.73,98.36,8.18,81.5,7.58,9.34,28.19,10.99,242.94,247.44,2.91,1.28
ohio,2018,562523.0,11762842,47822,9267911.833333334,5820730.75,62.800000000000004,5558712.5,59.98333333333333,262018.25,4.5,CORN,3300000.0,2307954000.0,187.0,52.2,1062.0,5765.0,61.5,42.9,2.64,2.64,2.64,1.71,50.93,71.64,6.26,13.05,13.7,9.4,0.2,,0.18,68.0,101.04,19.69,0.71,0.73,0.73,98.36,8.18,81.5,7.58,9.34,28.19,10.99,242.94,247.44,2.91,1.28
ohio,2012,466162.1,11573024,40280,9023546.833333334,5712908.083333333,63.30833333333334,5289959.666666667,58.60833333333334,422948.4166666667,7.408333333333334,WHEAT,450000.0,30600000.0,68.0,54.0,963.0,4985.0,64.7,43.4,-3.27,-3.27,-3.27,-0.42,37.26,76.77,5.74,15.9,14.81,9.95,0.2,,0.16,56.55,100.79,19.74,0.68,0.7,0.7,98.23,7.51,76.38,7.3,9.7,28.16,12.01,248.62,250.19,2.93,1.29
ohio,2012,466162.1,11573024,40280,9023546.833333334,5712908.083333333,63.30833333333334,5289959.666666667,58.60833333333334,422948.4166666667,7.408333333333334,POTATOES,2000.0,5192000.0,220.0,54.0,963.0,4985.0,64.7,43.4,-3.27,-3.27,-3.27,-0.42,37.26,76.77,5.74,15.9,14.81,9.95,0.2,,0.16,56.55,100.79,19.74,0.68,0.7,0.7,98.23,7.51,76.38,7.3,9.7,28.16,12.01,248.62,250.19,2.93,1.29
ohio,2012,466162.1,11573024,40280,9023546.833333334,5712908.083333333,63.30833333333334,5289959.666666667,58.60833333333334,422948.4166666667,7.408333333333334,CORN,3650000.0,3105420000.0,120.0,54.0,963.0,4985.0,64.7,43.4,-3.27,-3.27,-3.27,-0.42,37.26,76.77,5.74,15.9,14.81,9.95,0.2,,0.16,56.55,100.79,19.74,0.68,0.7,0.7,98.23,7.51,76.38,7.3,9.7,28.16,12.01,248.62,250.19,2.93,1.29
ohio,2011,449923.8,11557958,38928,8996690.5,5774213.166666667,64.18333333333332,5264057.166666667,58.51666666666667,510156.0,8.816666666666666,WHEAT,850000.0,48450000.0,57.0,52.3,904.0,5559.0,61.9,42.7,2.52,2.52,2.04,2.18,55.95,69.62,5.93,12.96,13.3,9.12,0.2,,0.17,65.36,99.88,19.54,0.7,0.73,0.73,98.15,7.93,81.5,7.58,9.33,28.2,10.9,241.38,245.19,2.98,1.31
ohio,2011,449923.8,11557958,38928,8996690.5,5774213.166666667,64.18333333333332,5264057.166666667,58.51666666666667,510156.0,8.816666666666666,POTATOES,1700.0,5646000.0,270.0,52.3,904.0,5559.0,61.9,42.7,2.52,2.52,2.04,2.18,55.95,69.62,5.93,12.96,13.3,9.12,0.2,,0.17,65.36,99.88,19.54,0.7,0.73,0.73,98.15,7.93,81.5,7.58,9.33,28.2,10.9,241.38,245.19,2.98,1.31
ohio,2011,449923.8,11557958,38928,8996690.5,5774213.166666667,64.18333333333332,5264057.166666667,58.51666666666667,510156.0,8.816666666666666,CORN,3200000.0,3153024000.0,153.0,52.3,904.0,5559.0,61.9,42.7,2.52,2.52,2.04,2.18,55.95,69.62,5.93,12.96,13.3,9.12,0.2,,0.17,65.36,99.88,19.54,0.7,0.73,0.73,98.15,7.93,81.5,7.58,9.33,28.2,10.9,241.38,245.19,2.98,1.31
ohio,2009,410350.4,11528896,35593,8953902.75,5906429.5,65.95833333333333,5307405.583333333,59.275,599023.9166666666,10.141666666666667,WHEAT,950000.0,67450000.0,71.0,50.5,589.0,5907.0,60.6,40.5,0.31,0.31,0.31,0.09,36.5,72.88,6.18,14.06,14.05,9.52,0.2,,0.18,62.34,100.59,19.77,0.64,0.66,0.67,98.25,7.08,77.94,6.03,8.18,28.19,10.24,247.69,249.81,3.03,1.34
ohio,2009,410350.4,11528896,35593,8953902.75,5906429.5,65.95833333333333,5307405.583333333,59.275,599023.9166666666,10.141666666666667,POTATOES,2100.0,7322000.0,335.0,50.5,589.0,5907.0,60.6,40.5,0.31,0.31,0.31,0.09,36.5,72.88,6.18,14.06,14.05,9.52,0.2,,0.18,62.34,100.59,19.77,0.64,0.66,0.67,98.25,7.08,77.94,6.03,8.18,28.19,10.24,247.69,249.81,3.03,1.34
ohio,2009,410350.4,11528896,35593,8953902.75,5906429.5,65.95833333333333,5307405.583333333,59.275,599023.9166666666,10.141666666666667,CORN,3140000.0,1906137000.0,171.0,50.5,589.0,5907.0,60.6,40.5,0.31,0.31,0.31,0.09,36.5,72.88,6.18,14.06,14.05,9.52,0.2,,0.18,62.34,100.59,19.77,0.64,0.66,0.67,98.25,7.08,77.94,6.03,8.18,28.19,10.24,247.69,249.81,3.03,1.34
ohio,2008,422085.7,11515391,36654,8929752.416666666,6003679.166666667,67.22500000000001,5607499.75,62.800000000000004,396179.4166666667,6.6000000000000005,WHEAT,1090000.0,73030000.0,67.0,50.6,728.0,5997.0,61.0,40.3,-0.7,1.97,1.01,0.62,44.1,73.25,5.94,14.38,14.11,9.58,0.2,,0.17,60.7,100.94,19.82,0.7,0.72,0.71,98.26,7.08,77.81,5.89,8.04,28.15,10.08,241.62,243.06,3.15,1.39
ohio,2008,422085.7,11515391,36654,8929752.416666666,6003679.166666667,67.22500000000001,5607499.75,62.800000000000004,396179.4166666667,6.6000000000000005,POTATOES,2100.0,11338000.0,325.0,50.6,728.0,5997.0,61.0,40.3,-0.7,1.97,1.01,0.62,44.1,73.25,5.94,14.38,14.11,9.58,0.2,,0.17,60.7,100.94,19.82,0.7,0.72,0.71,98.26,7.08,77.81,5.89,8.04,28.15,10.08,241.62,243.06,3.15,1.39
ohio,2008,422085.7,11515391,36654,8929752.416666666,6003679.166666667,67.22500000000001,5607499.75,62.800000000000004,396179.4166666667,6.6000000000000005,CORN,3120000.0,1720711000.0,131.0,50.6,728.0,5997.0,61.0,40.3,-0.7,1.97,1.01,0.62,44.1,73.25,5.94,14.38,14.11,9.58,0.2,,0.17,60.7,100.94,19.82,0.7,0.72,0.71,98.26,7.08,77.81,5.89,8.04,28.15,10.08,241.62,243.06,3.15,1.39
ohio,2007,406786.5,11500468,35371,8899484.166666666,6017263.5,67.60833333333333,5679839.916666667,63.81666666666666,337423.5833333333,5.608333333333333,WHEAT,730000.0,44530000.0,61.0,52.3,903.0,5550.0,62.6,41.9,0.68,-0.96,0.09,-0.14,41.16,74.18,5.94,14.73,14.32,9.62,0.2,,0.18,59.01,100.08,19.66,0.68,0.7,0.69,98.33,7.32,76.75,6.54,8.89,28.19,11.15,257.81,259.75,3.03,1.34
ohio,2007,406786.5,11500468,35371,8899484.166666666,6017263.5,67.60833333333333,5679839.916666667,63.81666666666666,337423.5833333333,5.608333333333333,POTATOES,3000.0,9554000.0,330.0,52.3,903.0,5550.0,62.6,41.9,0.68,-0.96,0.09,-0.14,41.16,74.18,5.94,14.73,14.32,9.62,0.2,,0.18,59.01,100.08,19.66,0.68,0.7,0.69,98.33,7.32,76.75,6.54,8.89,28.19,11.15,257.81,259.75,3.03,1.34
ohio,2007,406786.5,11500468,35371,8899484.166666666,6017263.5,67.60833333333333,5679839.916666667,63.81666666666666,337423.5833333333,5.608333333333333,CORN,3610000.0,2323035000.0,150.0,52.3,903.0,5550.0,62.6,41.9,0.68,-0.96,0.09,-0.14,41.16,74.18,5.94,14.73,14.32,9.62,0.2,,0.18,59.01,100.08,19.66,0.68,0.7,0.69,98.33,7.32,76.75,6.54,8.89,28.19,11.15,257.81,259.75,3.03,1.34
ohio,2005,371633.8,11463320,32419,8819792.416666666,5880798.083333333,66.68333333333334,5532701.0,62.73333333333333,348097.0833333333,5.933333333333334,WHEAT,830000.0,58930000.0,71.0,51.8,972.0,5848.0,61.8,41.8,-1.1,1.68,-0.07,-0.12,40.1,72.93,5.98,14.19,14.0,9.53,0.2,,0.19,60.94,100.77,19.73,0.7,0.72,0.71,98.24,7.45,78.31,6.7,8.85,28.19,10.87,260.44,265.19,2.88,1.27
ohio,2005,371633.8,11463320,32419,8819792.416666666,5880798.083333333,66.68333333333334,5532701.0,62.73333333333333,348097.0833333333,5.933333333333334,POTATOES,3600.0,7474000.0,240.0,51.8,972.0,5848.0,61.8,41.8,-1.1,1.68,-0.07,-0.12,40.1,72.93,5.98,14.19,14.0,9.53,0.2,,0.19,60.94,100.77,19.73,0.7,0.72,0.71,98.24,7.45,78.31,6.7,8.85,28.19,10.87,260.44,265.19,2.88,1.27
ohio,2005,371633.8,11463320,32419,8819792.416666666,5880798.083333333,66.68333333333334,5532701.0,62.73333333333333,348097.0833333333,5.933333333333334,CORN,3250000.0,920205000.0,143.0,51.8,972.0,5848.0,61.8,41.8,-1.1,1.68,-0.07,-0.12,40.1,72.93,5.98,14.19,14.0,9.53,0.2,,0.19,60.94,100.77,19.73,0.7,0.72,0.71,98.24,7.45,78.31,6.7,8.85,28.19,10.87,260.44,265.19,2.88,1.27
ohio,2004,361753.0,11452251,31588,8784378.0,5850977.416666667,66.61666666666666,5485365.416666667,62.46666666666667,365612.0,6.25,WHEAT,890000.0,55180000.0,62.0,51.3,655.0,5689.0,61.1,41.6,3.85,3.85,3.85,1.18,45.42,71.05,6.15,13.43,13.62,9.28,0.19,,0.17,63.33,100.0,19.57,0.72,0.75,0.76,98.34,7.75,82.06,7.15,8.81,28.16,10.3,251.5,255.94,3.02,1.34
ohio,2004,361753.0,11452251,31588,8784378.0,5850977.416666667,66.61666666666666,5485365.416666667,62.46666666666667,365612.0,6.25,POTATOES,3600.0,7614000.0,300.0,51.3,655.0,5689.0,61.1,41.6,3.85,3.85,3.85,1.18,45.42,71.05,6.15,13.43,13.62,9.28,0.19,,0.17,63.33,100.0,19.57,0.72,0.75,0.76,98.34,7.75,82.06,7.15,8.81,28.16,10.3,251.5,255.94,3.02,1.34
ohio,2004,361753.0,11452251,31588,8784378.0,5850977.416666667,66.61666666666666,5485365.416666667,62.46666666666667,365612.0,6.25,CORN,3110000.0,1002415000.0,158.0,51.3,655.0,5689.0,61.1,41.6,3.85,3.85,3.85,1.18,45.42,71.05,6.15,13.43,13.62,9.28,0.19,,0.17,63.33,100.0,19.57,0.72,0.75,0.76,98.34,7.75,82.06,7.15,8.81,28.16,10.3,251.5,255.94,3.02,1.34
ohio,2003,348428.7,11434788,30471,8751391.0,5861315.833333333,66.97500000000001,5497305.0,62.81666666666666,364010.8333333333,6.216666666666666,WHEAT,1000000.0,68000000.0,68.0,50.2,615.0,6044.0,59.9,40.5,3.26,3.26,3.26,1.49,46.42,69.91,6.19,12.81,13.44,9.12,0.18,,0.19,64.8,99.7,19.59,0.66,0.69,0.7,98.19,7.32,79.75,6.35,8.27,28.2,10.06,249.81,253.81,3.05,1.34
ohio,2003,348428.7,11434788,30471,8751391.0,5861315.833333333,66.97500000000001,5497305.0,62.81666666666666,364010.8333333333,6.216666666666666,POTATOES,4300.0,7347000.0,255.0,50.2,615.0,6044.0,59.9,40.5,3.26,3.26,3.26,1.49,46.42,69.91,6.19,12.81,13.44,9.12,0.18,,0.19,64.8,99.7,19.59,0.66,0.69,0.7,98.19,7.32,79.75,6.35,8.27,28.2,10.06,249.81,253.81,3.05,1.34
ohio,2003,348428.7,11434788,30471,8751391.0,5861315.833333333,66.97500000000001,5497305.0,62.81666666666666,364010.8333333333,6.216666666666666,CORN,3070000.0,1173354000.0,156.0,50.2,615.0,6044.0,59.9,40.5,3.26,3.26,3.26,1.49,46.42,69.91,6.19,12.81,13.44,9.12,0.18,,0.19,64.8,99.7,19.59,0.66,0.69,0.7,98.19,7.32,79.75,6.35,8.27,28.2,10.06,249.81,253.81,3.05,1.34
ohio,2002,338462.5,11407889,29669,8709513.333333334,5829596.083333333,66.93333333333334,5491861.416666667,63.05833333333334,337734.6666666667,5.791666666666667,WHEAT,810000.0,50220000.0,62.0,52.5,966.0,5553.0,62.6,42.5,-1.9,-1.9,-1.9,-0.31,38.58,72.73,6.41,13.26,14.0,9.46,0.2,,0.16,65.76,99.48,19.55,0.63,0.66,0.66,98.32,7.26,75.75,6.44,8.9,28.21,11.33,246.56,248.06,3.12,1.38
ohio,2002,338462.5,11407889,29669,8709513.333333334,5829596.083333333,66.93333333333334,5491861.416666667,63.05833333333334,337734.6666666667,5.791666666666667,POTATOES,4400.0,9291000.0,205.0,52.5,966.0,5553.0,62.6,42.5,-1.9,-1.9,-1.9,-0.31,38.58,72.73,6.41,13.26,14.0,9.46,0.2,,0.16,65.76,99.48,19.55,0.63,0.66,0.66,98.32,7.26,75.75,6.44,8.9,28.21,11.33,246.56,248.06,3.12,1.38
ohio,2002,338462.5,11407889,29669,8709513.333333334,5829596.083333333,66.93333333333334,5491861.416666667,63.05833333333334,337734.6666666667,5.791666666666667,CORN,2970000.0,655538000.0,89.0,52.5,966.0,5553.0,62.6,42.5,-1.9,-1.9,-1.9,-0.31,38.58,72.73,6.41,13.26,14.0,9.46,0.2,,0.16,65.76,99.48,19.55,0.63,0.66,0.66,98.32,7.26,75.75,6.44,8.9,28.21,11.33,246.56,248.06,3.12,1.38
ohio,2001,333209.3,11387404,29261,8667199.0,5820309.25,67.14999999999999,5565164.75,64.2,255144.5,4.375,WHEAT,900000.0,60300000.0,67.0,52.4,709.0,5337.0,62.5,42.2,-0.43,-0.91,-0.51,-0.03,37.3,73.56,6.11,14.44,14.21,9.55,0.19,,0.17,62.48,99.55,19.59,0.62,0.63,0.64,98.34,7.02,74.69,6.15,8.71,28.21,11.2,247.06,250.38,3.01,1.31
ohio,2001,333209.3,11387404,29261,8667199.0,5820309.25,67.14999999999999,5565164.75,64.2,255144.5,4.375,POTATOES,4300.0,8666000.0,255.0,52.4,709.0,5337.0,62.5,42.2,-0.43,-0.91,-0.51,-0.03,37.3,73.56,6.11,14.44,14.21,9.55,0.19,,0.17,62.48,99.55,19.59,0.62,0.63,0.64,98.34,7.02,74.69,6.15,8.71,28.21,11.2,247.06,250.38,3.01,1.31
ohio,2001,333209.3,11387404,29261,8667199.0,5820309.25,67.14999999999999,5565164.75,64.2,255144.5,4.375,CORN,3170000.0,874920000.0,138.0,52.4,709.0,5337.0,62.5,42.2,-0.43,-0.91,-0.51,-0.03,37.3,73.56,6.11,14.44,14.21,9.55,0.19,,0.17,62.48,99.55,19.59,0.62,0.63,0.64,98.34,7.02,74.69,6.15,8.71,28.21,11.2,247.06,250.38,3.01,1.31
ohio,2000,323812.5,11363543,28496,8623110.166666666,5782839.833333333,67.075,5545371.416666667,64.31666666666666,237468.41666666666,4.116666666666666,WHEAT,1110000.0,79920000.0,72.0,50.8,621.0,5861.0,60.9,40.6,1.29,-0.73,1.1,0.56,40.85,,,,13.92,,,,0.16,65.16,,19.63,0.62,0.64,0.65,98.34,6.96,75.88,5.67,8.05,28.17,10.38,253.88,255.94,3.05,1.34
ohio,2000,323812.5,11363543,28496,8623110.166666666,5782839.833333333,67.075,5545371.416666667,64.31666666666666,237468.41666666666,4.116666666666666,POTATOES,4200.0,8222000.0,270.0,50.8,621.0,5861.0,60.9,40.6,1.29,-0.73,1.1,0.56,40.85,,,,13.92,,,,0.16,65.16,,19.63,0.62,0.64,0.65,98.34,6.96,75.88,5.67,8.05,28.17,10.38,253.88,255.94,3.05,1.34
ohio,2000,323812.5,11363543,28496,8623110.166666666,5782839.833333333,67.075,5545371.416666667,64.31666666666666,237468.41666666666,4.116666666666666,CORN,3300000.0,921690000.0,147.0,50.8,621.0,5861.0,60.9,40.6,1.29,-0.73,1.1,0.56,40.85,,,,13.92,,,,0.16,65.16,,19.63,0.62,0.64,0.65,98.34,6.96,75.88,5.67,8.05,28.17,10.38,253.88,255.94,3.05,1.34
ohio,1998,298491.4,11311536,26388,8573927.916666666,5715057.083333333,66.64999999999999,5466534.75,63.75,248522.33333333334,4.3500000000000005,WHEAT,1160000.0,74240000.0,64.0,54.1,845.0,4853.0,64.0,44.2,-0.04,2.1,1.9,-0.1,39.97,,,,14.05,,,,0.12,66.66,,19.49,0.65,0.67,0.67,98.21,7.63,76.81,7.44,9.75,28.2,11.92,256.31,257.25,2.86,1.26
ohio,1998,298491.4,11311536,26388,8573927.916666666,5715057.083333333,66.64999999999999,5466534.75,63.75,248522.33333333334,4.3500000000000005,POTATOES,4800.0,7920000.0,250.0,54.1,845.0,4853.0,64.0,44.2,-0.04,2.1,1.9,-0.1,39.97,,,,14.05,,,,0.12,66.66,,19.49,0.65,0.67,0.67,98.21,7.63,76.81,7.44,9.75,28.2,11.92,256.31,257.25,2.86,1.26
