State,Year,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
Louisiana,1994,66.5,2419.0,1628.0,76.5,56.4,1.11,1.11,1.11,0.33,59.07
Louisiana,1995,66.8,2625.0,1730.0,77.5,56.1,-0.57,0.88,-0.14,0.21,62.33
Louisiana,1996,66.2,2447.0,1794.0,76.7,55.6,0.74,-1.02,0.14,-0.22,53.08
Louisiana,1997,66.0,2475.0,1821.0,76.1,55.9,1.6,1.6,0.85,0.53,64.31
Louisiana,1998,68.6,3049.0,1510.0,78.8,58.5,-3.43,-3.43,-3.43,-0.01,62.98
Louisiana,1999,67.9,2732.0,1458.0,79.3,56.4,-2.08,-2.08,-2.08,-0.98,47.84
Louisiana,2000,67.2,2792.0,1725.0,78.4,56.1,-4.7,-4.7,-4.7,-1.09,47.8
Louisiana,2001,66.7,2515.0,1652.0,77.1,56.2,1.98,1.98,1.98,0.88,68.31
Louisiana,2002,66.6,2669.0,1793.0,76.7,56.6,0.01,-1.22,-1.12,0.46,64.27
Louisiana,2003,66.4,2604.0,1849.0,76.8,55.9,0.9,0.9,0.72,-0.32,51.95
Louisiana,2004,67.1,2711.0,1647.0,77.2,57.2,2.22,2.22,1.67,1.01,72.48
Louisiana,2005,67.5,2732.0,1576.0,78.4,56.6,-1.83,-1.83,-1.83,-1.11,45.57
Louisiana,2006,67.8,2784.0,1486.0,78.9,56.7,-3.77,-3.77,-3.77,-0.43,55.4
Louisiana,2007,67.4,2680.0,1557.0,77.7,57.0,-0.36,0.74,-0.02,-0.34,52.41
Louisiana,2008,66.6,2527.0,1669.0,77.4,55.9,0.77,-1.09,0.03,0.03,56.13
Louisiana,2009,66.9,2664.0,1675.0,77.0,56.7,-1.85,-1.85,-1.85,0.4,64.04
Louisiana,2010,66.5,2921.0,2209.0,77.3,55.6,-2.23,-2.23,-2.01,-1.53,41.76
Louisiana,2011,67.7,2883.0,1685.0,79.0,56.5,-5.91,-5.91,-5.91,-1.48,43.01
Louisiana,2012,68.7,2847.0,1276.0,79.2,58.2,1.76,1.76,1.76,0.29,62.88
Louisiana,2013,66.3,2521.0,1807.0,76.5,56.0,-0.88,-0.88,-0.88,0.25,61.43
Louisiana,2014,65.1,2427.0,2088.0,75.4,54.8,2.06,2.06,2.06,0.26,55.94
Louisiana,2015,68.1,2984.0,1516.0,78.2,58.0,-1.59,-1.59,-1.59,0.35,67.31
Louisiana,2016,68.7,2977.0,1367.0,78.8,58.6,4.46,4.46,4.46,0.66,67.08
Louisiana,2017,68.7,2747.0,1166.0,78.6,58.8,4.8,4.8,4.8,0.46,64.06
Louisiana,2018,67.8,3006.0,1681.0,77.7,57.9,-2.39,-2.39,-2.39,0.29,66.39
Louisiana,2019,67.7,2918.0,1584.0,77.8,57.7,3.06,3.06,3.06,0.35,61.87
Louisiana,2020,68.2,2856.0,1336.0,77.9,58.4,2.24,2.24,2.24,0.77,66.96
Louisiana,2021,67.5,2703.0,1510.0,77.1,57.8,4.34,4.34,4.34,0.86,66.28
Louisiana,2022,67.3,2790.0,1686.0,78.2,56.3,1.74,-0.6,1.68,-0.17,55.58
Louisiana,2023,69.7,3251.0,1247.0,80.3,59.0,-3.72,-3.72,-3.72,-1.69,43.68
Maine,1974,39.6,164.0,8400.0,49.7,29.5,3.16,3.16,2.81,0.37,42.94
Maine,1975,40.8,224.0,8090.0,51.3,30.3,-1.77,-1.77,-1.77,-0.26,41.39
Maine,1976,39.5,182.0,8443.0,50.0,29.1,3.75,3.75,3.75,1.21,51.04
Maine,1977,40.5,151.0,8165.0,50.5,30.5,1.62,1.62,1.03,0.79,48.89
Maine,1978,39.3,183.0,8587.0,50.1,28.5,-2.16,-2.16,-2.16,-0.88,35.99
Maine,1979,41.8,187.0,7753.0,51.2,32.5,-0.49,1.85,0.93,0.77,50.38
Maine,1980,39.5,207.0,8483.0,49.7,29.4,-1.81,-1.81,-1.51,-0.57,37.39
Maine,1981,41.8,179.0,7806.0,51.5,32.0,1.65,1.65,1.65,0.84,48.38
Maine,1982,39.9,132.0,8321.0,50.5,29.2,-0.49,1.06,0.01,-0.53,37.72
Maine,1983,42.1,241.0,7654.0,52.0,32.2,-0.67,1.98,0.9,1.29,55.91
Maine,1984,41.4,238.0,7927.0,51.6,31.1,-0.64,3.36,2.58,0.04,43.53
Maine,1985,39.9,161.0,8329.0,50.5,29.3,0.51,-1.93,-1.09,-0.61,35.54
Maine,1986,40.1,93.0,8208.0,50.6,29.5,1.74,1.74,1.74,0.31,42.53
Maine,1987,41.1,137.0,8033.0,51.5,30.7,-2.05,-2.05,-2.05,-0.53,38.04
Maine,1988,40.9,257.0,8084.0,51.3,30.6,1.09,-1.18,0.31,-0.55,38.35
Maine,1989,39.3,164.0,8570.0,50.0,28.6,1.09,1.09,0.84,-0.05,41.82
Maine,1990,42.4,239.0,7486.0,52.5,32.3,1.4,1.4,1.4,0.99,51.18
Maine,1991,41.7,235.0,7664.0,52.3,31.1,1.85,1.85,1.85,0.16,44.24
Maine,1992,39.8,108.0,8363.0,50.0,29.7,0.62,0.62,0.62,-0.43,37.5
Maine,1993,40.0,204.0,8332.0,50.7,29.2,-1.3,-1.3,-1.3,0.12,43.61
Maine,1994,40.4,277.0,8210.0,50.8,30.1,-0.56,0.64,-0.44,-0.16,41.68
Maine,1995,40.9,263.0,8076.0,51.4,30.5,-2.43,-2.43,-2.43,-0.23,42.72
Maine,1996,41.0,161.0,8052.0,50.6,31.4,3.19,3.19,2.24,1.25,51.39
Maine,1997,39.8,186.0,8324.0,50.1,29.6,0.45,1.92,1.87,-0.19,39.51
Maine,1998,43.5,218.0,7164.0,53.3,33.7,-0.34,1.38,0.83,0.24,45.24
Maine,1999,43.8,337.0,7141.0,54.3,33.3,-2.56,-2.56,-2.56,0.09,46.35
Maine,2000,40.9,121.0,7947.0,50.9,31.0,-0.45,1.5,0.7,0.09,43.15
Maine,2001,42.7,264.0,7548.0,53.5,31.8,-3.62,-3.62,-3.62,-2.01,29.83
Maine,2002,41.7,253.0,7749.0,51.8,31.6,-2.77,-2.77,-2.2,-0.2,40.98
Maine,2003,40.5,246.0,8250.0,50.7,30.2,-2.16,-2.16,-2.16,0.28,46.02
Maine,2004,40.4,159.0,8170.0,50.6,30.3,1.83,1.83,1.83,-0.26,38.8
Maine,2005,41.8,268.0,7843.0,51.9,31.8,2.47,2.47,2.35,2.04,61.59
Maine,2006,44.0,262.0,7028.0,53.5,34.5,4.52,4.52,4.52,0.97,51.65
Maine,2007,40.7,180.0,8030.0,51.1,30.4,2.64,2.64,2.12,0.55,47.63
Maine,2008,41.6,220.0,7780.0,51.7,31.5,4.14,4.14,4.14,1.73,56.02
Maine,2009,40.9,161.0,8058.0,50.9,30.8,4.96,4.96,4.96,0.92,49.46
Maine,2010,44.6,305.0,6885.0,54.0,35.2,-1.66,-1.66,-1.66,0.4,49.31
Maine,2011,42.8,262.0,7454.0,52.6,33.0,4.27,4.27,4.27,0.9,50.04
Maine,2012,43.9,291.0,7073.0,53.9,33.8,1.05,1.05,-0.19,0.28,47.38
Maine,2013,42.0,262.0,7742.0,51.8,32.1,2.75,2.75,2.75,0.48,45.61
Maine,2014,41.2,234.0,7954.0,51.2,31.2,2.83,2.83,2.77,0.81,49.45
Maine,2015,41.2,253.0,8023.0,51.6,30.8,0.96,0.96,0.96,0.0,43.16
Maine,2016,43.3,293.0,7268.0,53.4,33.0,-0.72,-0.72,-0.72,-0.38,41.36
Maine,2017,42.4,215.0,7499.0,52.4,32.3,-0.89,-0.89,-0.89,0.02,45.32
Maine,2018,41.8,334.0,7835.0,51.8,31.7,-0.9,-0.9,-0.9,0.3,46.45
Maine,2019,40.7,255.0,8097.0,50.7,30.6,2.44,2.44,2.44,0.97,49.99
Maine,2020,43.5,312.0,7184.0,53.7,33.4,-1.76,-1.76,-1.76,-0.59,40.63
Maine,2021,44.2,305.0,6959.0,54.1,34.3,0.01,-2.43,-2.21,-0.62,39.75
Maine,2022,43.4,336.0,7238.0,53.9,32.9,0.74,0.74,0.74,0.7,49.95
Maine,2023,44.4,297.0,6907.0,53.7,35.0,3.99,3.99,3.99,1.27,54.0
Maryland,1974,54.2,807.0,4665.0,64.6,43.9,-0.58,-0.58,-0.58,-0.28,40.13
Maryland,1975,54.6,958.0,4701.0,64.3,44.9,2.38,2.38,2.33,1.31,53.76
Maryland,1976,53.2,815.0,5106.0,63.8,42.5,-2.02,-2.02,-2.02,-0.11,40.53
Maryland,1977,53.9,1047.0,5010.0,64.2,43.6,-2.72,-2.72,-2.72,-0.55,39.67
Maryland,1978,52.5,946.0,5401.0,62.6,42.4,2.31,2.31,2.31,0.19,44.74
Maryland,1979,53.1,794.0,5048.0,62.8,43.3,3.14,3.14,3.14,1.73,56.95
Maryland,1980,53.5,1119.0,5177.0,63.8,43.3,-1.23,0.6,-1.19,-0.67,36.71
Maryland,1981,53.1,884.0,5131.0,63.3,42.9,-1.36,-1.36,-0.61,-0.52,36.54
Maryland,1982,53.6,826.0,4917.0,63.8,43.4,-0.5,-0.5,-0.5,-0.26,39.7
Maryland,1983,54.2,1072.0,4939.0,64.3,44.1,-1.76,-1.76,-1.76,0.76,51.37
Maryland,1984,54.2,928.0,4833.0,64.0,44.3,0.54,2.68,2.64,0.23,45.5
Maryland,1985,54.8,950.0,4587.0,65.0,44.6,0.18,-1.92,-1.56,-0.36,40.69
Maryland,1986,54.6,1078.0,4789.0,64.9,44.3,-3.05,-3.05,-2.91,-1.06,36.55
Maryland,1987,54.7,1206.0,4846.0,65.1,44.3,-3.31,-3.31,-3.31,-0.6,38.51
Maryland,1988,53.7,1143.0,5164.0,64.3,43.0,-2.11,-2.11,-2.11,-0.7,37.86
Maryland,1989,53.5,996.0,5108.0,63.2,43.9,2.91,2.91,2.5,1.07,51.18
Maryland,1990,56.6,960.0,3927.0,67.1,46.1,1.3,1.74,1.44,0.16,46.27
Maryland,1991,56.5,1275.0,4262.0,67.1,45.9,-3.26,-3.26,-3.26,-1.49,35.79
Maryland,1992,53.5,755.0,4895.0,63.1,43.8,0.55,-1.62,-0.76,0.22,42.32
Maryland,1993,54.2,1143.0,4990.0,64.2,44.2,-2.04,-2.04,-2.04,0.09,45.72
Maryland,1994,54.4,1032.0,4840.0,64.8,43.9,-0.42,1.55,0.56,0.13,45.83
Maryland,1995,54.4,1143.0,4912.0,64.5,44.3,-2.93,-2.93,-2.93,-0.41,39.53
Maryland,1996,53.2,896.0,5128.0,62.8,43.7,3.6,3.6,3.6,1.94,58.97
Maryland,1997,54.0,871.0,4780.0,64.4,43.7,-1.38,0.88,-1.08,-0.47,38.77
Maryland,1998,57.0,1171.0,3961.0,67.2,46.8,-1.34,0.99,-0.81,-0.54,42.46
Maryland,1999,55.7,1147.0,4462.0,66.4,45.0,-4.4,-4.4,-4.4,-0.21,44.27
Maryland,2000,54.1,879.0,4757.0,64.4,43.9,1.97,1.97,1.97,0.27,43.92
Maryland,2001,55.3,975.0,4417.0,66.0,44.7,0.75,0.75,0.75,-0.85,36.02
Maryland,2002,56.3,1264.0,4383.0,66.7,45.8,-4.46,-4.46,-4.46,-0.58,41.47
Maryland,2003,53.9,986.0,4971.0,63.3,44.6,4.04,4.04,4.04,2.02,60.74
Maryland,2004,55.2,1121.0,4630.0,64.7,45.6,3.38,3.38,3.38,0.42,46.59
Maryland,2005,55.2,1272.0,4760.0,65.2,45.2,-0.55,0.98,-0.02,0.08,44.03
Maryland,2006,56.5,1143.0,4101.0,66.8,46.2,-1.29,-1.29,-1.29,0.09,44.97
Maryland,2007,55.7,1264.0,4529.0,66.0,45.3,-2.68,-2.68,-2.68,-1.26,36.05
Maryland,2008,55.3,1086.0,4538.0,65.6,45.0,-1.22,-1.22,-0.02,0.05,45.0
Maryland,2009,54.6,992.0,4728.0,64.2,45.0,1.62,1.62,1.62,0.9,51.27
Maryland,2010,55.9,1459.0,4624.0,65.9,45.8,-2.78,-2.78,-2.78,-0.73,40.89
Maryland,2011,56.5,1334.0,4344.0,66.4,46.6,1.25,-0.87,0.83,0.49,51.11
Maryland,2012,57.5,1310.0,3946.0,67.7,47.3,-2.48,-2.48,-2.48,-0.65,40.4
Maryland,2013,54.7,1042.0,4706.0,64.3,45.2,1.5,1.5,1.5,0.46,46.04
Maryland,2014,53.6,973.0,5079.0,63.6,43.6,-0.16,1.59,1.18,0.22,44.76
Maryland,2015,55.4,1242.0,4609.0,65.5,45.4,-0.51,1.14,0.31,0.2,46.86
Maryland,2016,56.5,1329.0,4363.0,66.5,46.4,0.17,0.17,-0.68,-0.41,41.66
Maryland,2017,56.7,1112.0,4104.0,66.5,46.9,1.58,1.58,1.58,-0.35,41.21
Maryland,2018,55.9,1361.0,4647.0,65.1,46.8,3.22,3.22,3.22,2.16,64.62
Maryland,2019,56.6,1366.0,4409.0,66.4,46.7,-0.46,2.54,1.85,-0.32,42.7
Maryland,2020,57.2,1251.0,4021.0,66.9,47.5,1.35,1.35,1.35,0.81,52.85
Maryland,2021,56.8,1303.0,4159.0,66.7,47.0,0.34,1.2,0.33,-0.28,41.57
Maryland,2022,55.7,1212.0,4517.0,66.1,45.4,-0.51,-0.51,-0.51,-0.11,44.1
Maryland,2023,57.3,1106.0,3826.0,67.7,46.9,-2.33,-2.33,-2.33,-1.03,38.08
Massachusetts,1974,47.1,373.0,6585.0,57.4,36.8,0.72,0.72,-0.44,0.05,44.73
Massachusetts,1975,48.0,454.0,6322.0,58.0,38.0,1.41,1.41,1.41,1.08,55.75
Massachusetts,1976,46.6,388.0,6785.0,57.2,35.9,1.18,1.18,1.18,-0.18,42.45
Massachusetts,1977,47.1,384.0,6571.0,57.3,37.0,0.55,0.55,0.55,0.84,54.08
Massachusetts,1978,45.7,349.0,7064.0,56.2,35.1,-0.72,1.25,-0.15,-0.21,42.2
Massachusetts,1979,47.9,416.0,6318.0,57.5,38.2,1.65,1.65,1.14,0.79,54.45
Massachusetts,1980,46.6,457.0,6854.0,57.1,36.1,-1.88,-1.88,-1.86,-1.02,35.53
Massachusetts,1981,47.2,412.0,6631.0,57.5,37.0,-2.37,-2.37,-2.37,-0.11,43.16
Massachusetts,1982,46.8,288.0,6650.0,57.3,36.3,-0.25,1.82,1.42,0.15,45.71
Massachusetts,1983,48.5,520.0,6238.0,58.6,38.4,1.62,1.62,0.01,1.1,59.42
Massachusetts,1984,48.0,453.0,6378.0,58.2,37.8,-0.8,3.42,2.45,0.54,49.9
Massachusetts,1985,47.2,339.0,6525.0,57.6,36.9,1.53,-0.87,1.17,-0.31,40.55
Massachusetts,1986,47.2,260.0,6464.0,57.4,37.0,2.08,2.08,2.08,0.51,48.4
Massachusetts,1987,47.4,376.0,6514.0,57.8,37.0,-1.83,-1.83,-1.83,-0.11,45.27
Massachusetts,1988,47.2,517.0,6692.0,57.8,36.7,-0.25,0.96,0.45,-0.2,42.31
Massachusetts,1989,46.7,402.0,6801.0,56.9,36.4,2.58,2.58,2.58,0.69,50.38
Massachusetts,1990,49.7,451.0,5758.0,59.8,39.5,2.58,2.58,2.58,0.61,52.01
Massachusetts,1991,49.6,483.0,5826.0,60.1,39.0,1.07,1.07,1.07,0.1,48.23
Massachusetts,1992,46.4,262.0,6750.0,56.4,36.4,1.55,1.55,1.55,0.29,44.79
Massachusetts,1993,47.3,476.0,6587.0,57.7,36.9,-2.84,-2.84,-2.84,-0.29,44.45
Massachusetts,1994,47.7,537.0,6515.0,58.1,37.2,0.55,0.55,0.55,0.11,47.81
Massachusetts,1995,47.8,488.0,6452.0,58.0,37.6,-2.8,-2.8,-2.8,-0.5,41.49
Massachusetts,1996,47.3,393.0,6532.0,57.0,37.6,2.23,2.23,1.78,1.62,60.61
Massachusetts,1997,47.4,381.0,6493.0,57.4,37.3,-0.81,1.32,-0.01,-0.48,41.12
Massachusetts,1998,50.4,482.0,5556.0,60.2,40.5,-0.61,2.03,1.16,0.33,50.16
Massachusetts,1999,49.8,605.0,5836.0,60.4,39.2,-2.68,-2.68,-2.68,-0.21,46.04
Massachusetts,2000,47.5,299.0,6361.0,57.4,37.6,2.31,2.31,2.31,0.69,50.19
Massachusetts,2001,49.1,490.0,5961.0,59.7,38.5,-0.18,-0.18,0.43,-0.68,39.98
Massachusetts,2002,49.3,547.0,5959.0,59.5,39.1,-2.14,-2.14,-2.11,0.0,47.23
Massachusetts,2003,47.1,521.0,6732.0,56.8,37.4,1.81,1.81,1.81,0.87,53.29
Massachusetts,2004,47.6,389.0,6447.0,57.4,37.9,0.72,0.72,0.72,0.11,46.5
Massachusetts,2005,48.4,633.0,6415.0,58.5,38.3,-1.21,-1.21,-1.21,0.86,57.01
Massachusetts,2006,50.1,512.0,5657.0,59.8,40.4,3.35,3.35,3.35,0.65,53.7
Massachusetts,2007,48.3,484.0,6264.0,58.5,38.1,-0.94,1.02,-0.39,-0.14,45.49
Massachusetts,2008,48.6,498.0,6182.0,58.6,38.6,2.67,2.67,2.67,1.58,59.7
Massachusetts,2009,47.7,374.0,6380.0,57.4,38.1,4.15,4.15,4.15,0.78,51.71
Massachusetts,2010,50.4,687.0,5722.0,60.2,40.5,-2.23,0.72,-2.08,-0.03,49.63
Massachusetts,2011,49.7,579.0,5861.0,59.5,39.8,2.74,2.74,2.74,1.36,60.83
Massachusetts,2012,51.3,597.0,5296.0,61.2,41.5,-1.68,-1.68,-1.37,-0.63,41.78
Massachusetts,2013,48.8,588.0,6168.0,58.8,38.8,-0.02,1.93,1.78,0.02,46.39
Massachusetts,2014,47.7,444.0,6398.0,57.8,37.7,-0.08,0.96,0.71,0.53,50.1
Massachusetts,2015,48.5,590.0,6268.0,59.2,37.7,-1.38,-1.38,-0.85,-0.63,41.39
Massachusetts,2016,50.3,666.0,5711.0,60.8,39.8,-3.33,-3.33,-3.33,-1.21,36.83
Massachusetts,2017,49.6,477.0,5796.0,59.3,39.9,0.74,-0.86,0.45,0.07,46.82
Massachusetts,2018,49.5,712.0,6061.0,58.8,40.1,0.88,0.88,0.88,1.37,61.03
Massachusetts,2019,48.5,577.0,6245.0,58.4,38.7,2.68,2.68,2.68,0.75,52.74
Massachusetts,2020,50.9,702.0,5535.0,60.8,41.0,-2.17,-2.17,-2.17,-0.68,42.4
Massachusetts,2021,50.8,667.0,5515.0,60.2,41.4,2.94,2.94,2.94,0.81,54.82
Massachusetts,2022,50.3,708.0,5708.0,60.8,39.8,-3.06,-3.06,-3.06,-0.57,43.54
Massachusetts,2023,51.3,566.0,5262.0,60.9,41.7,3.05,3.05,3.05,1.11,57.69
Michigan,1974,43.3,436.0,7225.0,53.3,33.3,1.73,1.73,1.73,0.49,32.51
Michigan,1975,44.6,527.0,6949.0,54.5,34.7,3.33,3.33,3.33,1.21,36.64
Michigan,1976,42.6,446.0,7593.0,53.5,31.8,-1.99,0.92,-1.58,-0.85,27.92
Michigan,1977,44.0,525.0,7176.0,54.2,33.9,0.81,-2.99,-1.99,0.03,33.91
Michigan,1978,42.4,485.0,7741.0,52.8,32.0,0.42,0.42,0.42,0.2,30.96
Michigan,1979,42.4,387.0,7511.0,52.2,32.6,2.28,2.28,2.28,0.49,32.42
Michigan,1980,42.9,505.0,7579.0,52.7,33.1,1.19,1.19,1.19,0.42,31.59
Michigan,1981,44.0,449.0,7216.0,54.0,34.1,1.21,1.21,0.99,0.43,32.12
Michigan,1982,43.2,429.0,7246.0,53.2,33.2,1.47,1.47,1.27,0.71,34.47
Michigan,1983,44.7,645.0,7078.0,54.3,35.2,-1.51,1.0,-1.01,0.41,34.87
Michigan,1984,44.3,527.0,7119.0,54.3,34.3,-0.87,-0.87,-0.87,0.09,31.96
Michigan,1985,43.5,403.0,7117.0,53.2,33.7,2.2,2.2,2.2,1.47,39.22
Michigan,1986,44.5,452.0,6911.0,54.2,34.7,2.2,2.2,1.81,0.83,34.8
Michigan,1987,46.9,683.0,6426.0,56.9,36.8,1.31,-2.01,-0.41,-0.49,30.44
Michigan,1988,44.5,726.0,7154.0,55.2,33.8,0.19,-3.22,-2.94,-0.38,32.35
Michigan,1989,42.6,454.0,7514.0,53.0,32.2,-0.54,0.65,-0.44,-0.68,27.57
Michigan,1990,45.7,430.0,6396.0,55.8,35.5,1.05,1.05,1.05,0.98,36.19
Michigan,1991,45.8,658.0,6505.0,55.9,35.8,-0.83,0.72,-0.64,0.38,35.5
Michigan,1992,43.4,239.0,7124.0,52.7,34.0,1.38,1.38,1.38,0.82,33.36
Michigan,1993,43.3,508.0,7362.0,52.8,33.7,2.78,2.78,2.78,0.67,32.44
Michigan,1994,43.9,443.0,7110.0,54.2,33.5,3.27,3.27,3.27,0.44,32.39
Michigan,1995,44.2,694.0,7253.0,53.9,34.5,-0.83,-0.83,-0.44,-0.12,31.83
Michigan,1996,42.5,448.0,7502.0,52.3,32.8,1.51,1.51,0.87,0.86,34.0
Michigan,1997,43.5,386.0,7248.0,53.2,33.9,-0.14,1.87,1.34,-0.09,29.93
Michigan,1998,48.3,666.0,5766.0,58.3,38.2,-2.65,-2.65,-2.65,-1.25,29.56
Michigan,1999,46.4,639.0,6505.0,56.9,35.9,-1.26,-1.26,0.16,-0.45,31.4
Michigan,2000,45.0,431.0,6777.0,55.1,35.0,1.38,-0.55,1.38,0.28,33.02
Michigan,2001,46.8,562.0,6272.0,56.5,37.1,-0.8,-0.8,-0.8,0.37,35.17
Michigan,2002,45.7,705.0,6657.0,55.4,36.0,-0.33,1.51,0.84,-0.32,30.9
Michigan,2003,44.0,464.0,7132.0,54.2,33.7,-1.72,-1.72,-1.44,-0.19,31.08
Michigan,2004,44.6,415.0,6774.0,54.5,34.7,2.21,2.21,2.21,0.59,35.35
Michigan,2005,46.0,778.0,6793.0,56.2,35.9,-2.72,-2.72,-2.72,-1.08,29.89
Michigan,2006,47.0,583.0,6159.0,56.7,37.4,0.3,-1.03,-0.08,0.6,35.85
Michigan,2007,46.1,657.0,6554.0,56.2,35.9,-1.73,-1.73,-1.52,-0.95,30.66
Michigan,2008,44.0,526.0,7073.0,54.1,34.0,1.07,1.07,-0.06,1.12,36.85
Michigan,2009,43.8,368.0,7029.0,53.7,33.8,3.11,3.11,3.11,0.69,33.87
Michigan,2010,47.1,761.0,6401.0,56.9,37.3,1.3,1.3,0.46,-0.29,31.22
Michigan,2011,45.6,687.0,6727.0,55.3,36.0,1.56,1.56,1.07,0.69,36.82
Michigan,2012,48.4,773.0,5774.0,58.7,38.2,-1.93,-1.93,-1.93,-0.73,31.0
Michigan,2013,44.1,540.0,7009.0,53.7,34.4,2.63,2.63,2.47,1.19,38.23
Michigan,2014,41.9,443.0,7670.0,51.6,32.1,2.76,2.76,2.76,1.22,36.66
Michigan,2015,45.1,562.0,6713.0,55.3,35.0,-0.23,1.43,0.47,-0.28,31.74
Michigan,2016,47.4,771.0,6156.0,57.0,37.7,1.07,1.07,1.07,0.34,35.86
Michigan,2017,46.3,561.0,6225.0,55.8,36.8,2.6,2.6,2.6,1.26,39.27
Michigan,2018,45.1,778.0,6854.0,54.5,35.7,1.94,1.94,1.48,0.73,36.17
Michigan,2019,43.9,634.0,6963.0,53.3,34.5,3.09,3.09,2.54,1.87,41.83
Michigan,2020,46.5,699.0,6276.0,56.0,37.0,3.81,3.81,3.81,0.6,35.31
Michigan,2021,47.4,762.0,6079.0,57.2,37.6,1.6,1.6,1.6,0.02,32.88
Michigan,2022,45.1,669.0,6708.0,54.9,35.3,-0.34,1.3,0.51,-0.15,32.62
Michigan,2023,47.4,524.0,5883.0,56.8,38.0,1.08,1.08,1.08,-0.07,33.4
Minnesota,1974,40.2,404.0,9007.0,50.9,29.4,-0.09,1.89,1.47,-0.2,23.53
Minnesota,1975,40.1,489.0,9139.0,50.7,29.6,-0.68,1.07,-0.01,0.41,27.98
Minnesota,1976,40.5,524.0,9133.0,52.8,28.2,-4.24,-4.24,-4.24,-2.21,15.87
Minnesota,1977,41.2,480.0,8756.0,51.7,30.6,0.67,-4.7,-3.9,0.11,33.93
Minnesota,1978,39.0,423.0,9437.0,50.0,28.1,2.92,2.92,2.92,0.29,25.93
Minnesota,1979,37.8,336.0,9754.0,48.1,27.5,3.54,3.54,3.54,1.14,28.39
Minnesota,1980,40.7,461.0,8931.0,51.9,29.5,-2.22,-2.22,-0.98,-0.8,22.07
Minnesota,1981,42.6,382.0,8271.0,53.2,31.9,1.65,1.65,1.65,0.49,28.05
Minnesota,1982,39.0,374.0,9388.0,49.3,28.8,1.56,1.56,1.11,1.15,29.82
Minnesota,1983,41.4,611.0,8905.0,50.9,31.9,2.34,2.34,2.14,0.85,29.13
Minnesota,1984,41.3,455.0,8752.0,51.7,30.9,1.27,1.27,-0.4,0.55,28.01
Minnesota,1985,38.7,301.0,9426.0,49.4,28.0,3.17,3.17,3.17,1.32,30.69
Minnesota,1986,41.5,394.0,8567.0,51.8,31.2,4.11,4.11,4.11,1.29,31.43
Minnesota,1987,45.3,574.0,7399.0,56.1,34.4,-2.1,-2.1,-1.53,-1.22,22.09
Minnesota,1988,41.6,740.0,8882.0,53.2,29.9,-5.89,-5.89,-5.34,-1.76,22.41
Minnesota,1989,39.1,473.0,9457.0,50.6,27.6,-2.87,-2.87,-2.7,-0.9,22.47
Minnesota,1990,42.5,411.0,8201.0,53.8,31.1,-0.29,-1.54,-0.17,-0.35,26.36
Minnesota,1991,41.7,511.0,8634.0,52.2,31.3,1.35,1.35,0.55,1.16,32.2
Minnesota,1992,40.9,195.0,8554.0,50.7,31.1,2.49,2.49,2.49,0.61,25.47
Minnesota,1993,38.9,300.0,9347.0,48.9,29.0,5.75,5.75,5.75,1.66,31.44
Minnesota,1994,40.9,367.0,8736.0,51.3,30.6,3.01,3.01,3.01,0.6,28.23
Minnesota,1995,40.3,525.0,9077.0,50.3,30.3,2.41,2.41,2.41,0.96,29.51
Minnesota,1996,37.6,361.0,9865.0,48.0,27.2,1.38,1.38,0.27,0.8,27.77
Minnesota,1997,40.6,384.0,8876.0,50.7,30.4,2.46,2.46,2.34,0.32,25.2
Minnesota,1998,44.9,515.0,7412.0,54.9,35.0,-0.33,1.13,0.51,0.46,28.83
Minnesota,1999,43.7,483.0,7868.0,54.1,33.2,3.53,3.53,3.53,0.93,29.67
Minnesota,2000,41.8,395.0,8447.0,52.4,31.2,1.85,1.85,1.84,0.57,27.98
Minnesota,2001,43.1,522.0,8100.0,53.4,32.7,-0.58,2.2,1.34,0.41,29.28
Minnesota,2002,42.0,532.0,8478.0,52.1,32.0,2.75,2.75,2.75,0.74,28.59
Minnesota,2003,41.5,467.0,8601.0,52.4,30.7,-1.35,-1.35,-1.35,-0.75,22.2
Minnesota,2004,41.3,278.0,8447.0,51.7,30.9,1.47,1.47,1.47,0.68,29.87
Minnesota,2005,43.1,554.0,8127.0,53.3,32.8,1.84,1.84,1.13,1.03,31.6
Minnesota,2006,44.4,578.0,7651.0,54.7,34.1,-2.54,-2.54,-2.54,-0.91,22.78
Minnesota,2007,42.4,552.0,8298.0,52.8,32.1,0.14,-2.41,-2.18,0.07,29.21
Minnesota,2008,39.4,394.0,9272.0,50.1,28.8,0.74,0.74,-0.57,0.61,27.34
Minnesota,2009,40.1,295.0,8920.0,50.3,29.9,-0.85,1.15,-0.27,0.5,26.38
Minnesota,2010,42.8,542.0,8191.0,53.2,32.5,1.89,1.89,1.89,1.34,33.44
Minnesota,2011,42.0,534.0,8472.0,52.3,31.8,-0.4,3.4,2.88,-0.31,24.35
