Year,State,Commodity,ACRES HARVESTED,"PRODUCTION, MEASURED IN $",YIELD,January-December Average Temperature (Units Degrees Fahrenheit),January-December Cooling Degree Days (Units Fahrenheit Degree-Days),January-December Heating Degree Days (Units Fahrenheit Degree-Days),January-December Maximum Temperature (Units Degrees Fahrenheit),January-December Minimum Temperature (Units Degrees Fahrenheit),August Palmer Drought Severity Index (PDSI),August Palmer Hydrological Drought Index (PHDI),August Palmer Modified Drought Index (PMDI),January-December Palmer Z-Index,January-December Precipitation (Units Inches)
1994,louisiana,RICE,620000.0,197596000.0,4750.0,66.5,2419.0,1628.0,76.5,56.4,1.11,1.11,1.11,0.33,59.07
1994,mississippi,RICE,313000.0,129269000.0,5900.0,63.5,1923.0,2354.0,74.3,52.8,1.97,1.97,1.86,0.61,60.49
1994,missouri,RICE,124000.0,43331000.0,5200.0,54.7,1102.0,5005.0,65.6,43.7,2.79,2.79,1.47,0.22,42.08
1994,texas,RICE,354000.0,151314000.0,6000.0,65.6,2597.0,1793.0,77.8,53.3,-1.33,-1.33,-1.33,0.01,29.31
1995,arkansas,RICE,1340000.0,667403000.0,5450.0,60.5,1659.0,3503.0,71.7,49.2,-0.9,-0.9,-0.9,-0.6,42.85
1995,california,RICE,465000.0,310744000.0,7600.0,58.9,814.0,2735.0,71.0,46.9,5.71,5.71,5.71,1.72,35.2
1995,louisiana,RICE,570000.0,238240000.0,4600.0,66.8,2625.0,1730.0,77.5,56.1,-0.57,0.88,-0.14,0.21,62.33
1995,mississippi,RICE,288000.0,143856000.0,5400.0,63.6,2119.0,2525.0,75.0,52.2,-0.33,0.64,-0.25,0.04,57.44
1995,missouri,RICE,112000.0,53780000.0,5300.0,54.2,1199.0,5327.0,65.1,43.3,-0.03,2.97,2.88,0.27,42.05
1995,texas,RICE,318000.0,173213000.0,5600.0,65.2,2570.0,1806.0,77.6,52.8,2.81,2.81,2.81,0.52,27.68
1996,arkansas,RICE,1170000.0,733839000.0,6150.0,59.6,1577.0,3770.0,70.4,48.7,0.92,-0.88,0.53,0.46,51.76
1996,california,RICE,500000.0,296301000.0,7490.0,59.6,941.0,2655.0,72.0,47.2,2.16,2.16,1.59,1.04,32.51
1996,louisiana,RICE,533000.0,275356000.0,4870.0,66.2,2447.0,1794.0,76.7,55.6,0.74,-1.02,0.14,-0.22,53.08
1996,mississippi,RICE,208000.0,131040000.0,6000.0,63.0,1968.0,2604.0,74.3,51.7,0.34,0.34,0.34,-0.08,54.12
1996,missouri,RICE,95000.0,54312000.0,5550.0,52.9,1055.0,5633.0,63.7,42.2,1.12,1.12,0.92,0.71,43.68
1996,texas,RICE,298000.0,199422000.0,6200.0,65.4,2735.0,1915.0,78.4,52.5,1.43,-2.86,-1.18,-1.1,24.6
1997,arkansas,RICE,1390000.0,781901000.0,5700.0,59.7,1539.0,3670.0,70.4,49.0,2.01,2.01,1.44,0.33,51.93
1997,california,RICE,516000.0,338241000.0,8250.0,59.1,960.0,2667.0,71.5,46.8,-2.86,-2.86,-2.86,-0.55,20.6
1997,louisiana,RICE,583000.0,275206000.0,4630.0,66.0,2475.0,1821.0,76.1,55.9,1.6,1.6,0.85,0.53,64.31
1997,mississippi,RICE,238000.0,143562000.0,5800.0,62.9,1927.0,2589.0,73.7,52.1,2.44,2.44,2.36,0.86,64.85
1997,missouri,RICE,117000.0,62010000.0,5300.0,53.7,1083.0,5365.0,64.1,43.3,1.58,1.58,1.07,0.2,39.81
1997,texas,RICE,259000.0,155216000.0,5500.0,63.9,2519.0,2148.0,75.6,52.2,3.8,3.8,3.78,1.35,34.19
1998,arkansas,RICE,1485000.0,763920000.0,5800.0,63.1,2217.0,3083.0,73.6,52.6,-2.36,-2.36,-2.36,-0.55,49.17
1998,california,RICE,458000.0,288437000.0,6850.0,56.7,779.0,3416.0,68.3,45.2,6.6,6.6,6.6,2.43,36.41
1998,louisiana,RICE,620000.0,249309000.0,4530.0,68.6,3049.0,1510.0,78.8,58.5,-3.43,-3.43,-3.43,-0.01,62.98
1998,mississippi,RICE,268000.0,139741000.0,5800.0,65.9,2527.0,2139.0,76.7,55.0,-1.89,-1.89,-1.89,-0.46,57.05
1998,missouri,RICE,143000.0,65065000.0,5200.0,57.2,1462.0,4482.0,67.1,47.2,2.35,2.35,2.06,1.09,49.87
1998,texas,RICE,283000.0,147685000.0,5600.0,67.0,3196.0,1728.0,79.3,54.8,0.51,-2.94,-2.29,-0.19,27.99
1999,arkansas,RICE,1625000.0,542758000.0,5850.0,62.2,1791.0,3002.0,73.9,50.4,-1.75,-1.75,-1.75,-0.72,43.8
1999,california,RICE,505000.0,255729000.0,7270.0,58.0,698.0,3058.0,70.8,45.1,0.52,2.21,1.66,-0.45,17.63
1999,louisiana,RICE,616000.0,184642000.0,5000.0,67.9,2732.0,1458.0,79.3,56.4,-2.08,-2.08,-2.08,-0.98,47.84
1999,mississippi,RICE,323000.0,100193000.0,5650.0,65.0,2225.0,2144.0,77.2,52.9,-2.09,-2.09,-2.09,-0.75,47.9
1999,missouri,RICE,184000.0,55642000.0,5400.0,56.4,1248.0,4568.0,67.7,45.1,-1.15,0.77,-0.88,-0.61,36.85
1999,texas,RICE,259000.0,92243000.0,5900.0,66.6,2835.0,1506.0,79.6,53.6,-0.57,0.92,-0.02,-0.62,22.05
2000,arkansas,RICE,1410000.0,482227000.0,6110.0,60.9,1880.0,3565.0,72.0,49.8,-2.66,-2.66,-2.66,-0.52,45.7
2000,california,RICE,548000.0,217170000.0,7940.0,58.8,831.0,2836.0,71.3,46.3,-0.79,-1.18,-0.82,-0.38,21.43
2000,louisiana,RICE,480000.0,142020000.0,5080.0,67.2,2792.0,1725.0,78.4,56.1,-4.7,-4.7,-4.7,-1.09,47.8
2000,mississippi,RICE,218000.0,73056000.0,5900.0,64.2,2329.0,2524.0,76.3,52.1,-4.71,-4.71,-4.71,-1.22,44.64
2000,missouri,RICE,169000.0,52018000.0,5700.0,55.2,1312.0,5072.0,66.1,44.2,-0.27,-2.07,-0.91,-0.7,35.7
2000,texas,RICE,214000.0,83470000.0,6700.0,66.5,3004.0,1807.0,78.8,54.1,-5.32,-5.32,-5.32,-0.87,27.83
2001,arkansas,RICE,1621000.0,404232000.0,6350.0,61.2,1780.0,3322.0,72.2,50.3,-1.7,-1.7,-1.7,0.27,55.41
2001,california,RICE,471000.0,203227000.0,8170.0,59.1,932.0,2970.0,71.7,46.5,-2.89,-2.89,-2.89,-0.63,23.02
2001,louisiana,RICE,546000.0,134163000.0,5500.0,66.7,2515.0,1652.0,77.1,56.2,1.98,1.98,1.98,0.88,68.31
2001,mississippi,RICE,253000.0,69297000.0,6600.0,63.7,1992.0,2386.0,75.1,52.3,1.92,1.92,1.92,1.04,66.28
2001,missouri,RICE,207000.0,45954000.0,6000.0,55.8,1275.0,4772.0,66.6,45.0,1.0,1.0,0.79,0.52,43.61
2001,texas,RICE,216000.0,68182000.0,6850.0,65.7,2724.0,1905.0,77.5,53.8,-1.1,1.3,-0.39,0.33,29.11
2002,arkansas,RICE,1503000.0,402488000.0,6440.0,60.6,1749.0,3546.0,71.1,50.0,-0.44,1.05,0.11,0.17,52.83
2002,california,RICE,528000.0,271690000.0,8140.0,58.9,830.0,2952.0,72.0,45.7,-3.28,-3.28,-3.28,-0.85,18.68
2002,louisiana,RICE,535000.0,121716000.0,5500.0,66.6,2669.0,1793.0,76.7,56.6,0.01,-1.22,-1.12,0.46,64.27
2002,mississippi,RICE,253000.0,79988000.0,6400.0,64.0,2226.0,2498.0,74.8,53.2,0.92,0.92,-0.15,0.85,66.08
2002,missouri,RICE,182000.0,42943000.0,6050.0,55.3,1352.0,5016.0,66.4,44.3,-0.8,1.37,0.13,-0.12,40.21
2002,texas,RICE,206000.0,60803000.0,7100.0,65.0,2690.0,2004.0,76.9,53.1,0.36,-1.15,-0.42,0.3,30.65
2003,arkansas,RICE,1455000.0,740648000.0,6610.0,60.3,1608.0,3493.0,71.0,49.6,1.07,1.07,1.03,-0.23,44.84
2003,california,RICE,507000.0,405974000.0,7700.0,59.4,1057.0,2840.0,71.9,47.0,-0.01,1.23,1.04,-0.08,21.63
2003,louisiana,RICE,450000.0,202729000.0,5870.0,66.4,2604.0,1849.0,76.8,55.9,0.9,0.9,0.72,-0.32,51.95
2003,mississippi,RICE,234000.0,116794000.0,6800.0,63.3,2038.0,2571.0,74.3,52.3,3.87,3.87,3.87,0.61,58.98
2003,missouri,RICE,171000.0,75485000.0,6130.0,54.5,1169.0,5127.0,65.4,43.6,-0.32,-1.45,-1.1,0.04,40.03
2003,texas,RICE,180000.0,87318000.0,6600.0,65.5,2690.0,1895.0,77.7,53.3,-1.26,-1.26,-0.95,-0.44,24.2
2004,arkansas,RICE,1555000.0,774033000.0,6980.0,61.0,1587.0,3199.0,71.4,50.7,1.62,1.62,1.62,0.72,57.02
2004,california,RICE,590000.0,372571000.0,8600.0,58.9,857.0,2848.0,71.4,46.3,-3.23,-3.23,-3.23,-0.57,21.76
2004,louisiana,RICE,533000.0,223232000.0,5390.0,67.1,2711.0,1647.0,77.2,57.2,2.22,2.22,1.67,1.01,72.48
2004,mississippi,RICE,234000.0,120772000.0,6900.0,64.0,2082.0,2339.0,74.8,53.3,3.25,3.25,3.25,0.9,65.81
2004,missouri,RICE,195000.0,92562000.0,6800.0,55.0,993.0,4813.0,65.3,44.6,2.35,2.35,2.35,0.78,44.53
2004,texas,RICE,218000.0,118652000.0,6840.0,65.2,2672.0,1774.0,76.5,54.0,3.37,3.37,3.37,1.69,39.36
2005,arkansas,RICE,1635000.0,790918000.0,6650.0,62.0,1902.0,3180.0,73.3,50.6,-2.4,-2.4,-2.4,-1.42,35.75
2005,california,RICE,526000.0,392244000.0,7380.0,58.6,813.0,2820.0,70.8,46.4,4.08,4.08,3.99,1.34,30.1
2005,louisiana,RICE,525000.0,231443000.0,5900.0,67.5,2732.0,1576.0,78.4,56.6,-1.83,-1.83,-1.83,-1.11,45.57
2005,mississippi,RICE,263000.0,123884000.0,6400.0,64.3,2167.0,2344.0,75.8,52.8,1.31,2.03,1.99,-0.34,50.64
2005,missouri,RICE,214000.0,97032000.0,6600.0,56.2,1422.0,4782.0,67.1,45.3,-1.2,-1.2,-0.44,-0.58,36.4
2005,texas,RICE,201000.0,103077000.0,6600.0,66.0,2828.0,1707.0,78.5,53.5,-0.37,2.17,1.24,-0.56,22.2
2006,arkansas,RICE,1400000.0,910608000.0,6900.0,62.0,1827.0,3051.0,73.6,50.4,-3.52,-3.52,-3.52,-0.34,49.33
2006,california,RICE,523000.0,520520000.0,7660.0,58.6,1010.0,3021.0,71.3,46.0,-1.1,1.88,0.36,-0.06,23.61
2006,louisiana,RICE,345000.0,199490000.0,5880.0,67.8,2784.0,1486.0,78.9,56.7,-3.77,-3.77,-3.77,-0.43,55.4
2006,mississippi,RICE,189000.0,124097000.0,7000.0,64.8,2266.0,2237.0,76.8,52.7,-3.18,-3.18,-3.18,-0.49,52.47
2006,missouri,RICE,214000.0,128468000.0,6400.0,56.8,1330.0,4446.0,68.0,45.5,-2.25,-2.25,-2.01,-0.4,38.01
2006,texas,RICE,150000.0,107600000.0,7170.0,67.1,3000.0,1520.0,80.1,54.1,-5.28,-5.28,-5.28,-1.43,25.13
2007,arkansas,RICE,1325000.0,1159349000.0,7230.0,61.8,1901.0,3226.0,72.6,51.0,-1.62,-1.62,-1.51,-0.42,46.7
2007,california,RICE,533000.0,707681000.0,8200.0,58.9,888.0,2882.0,72.0,45.8,-4.42,-4.42,-4.42,-1.55,13.83
2007,louisiana,RICE,378000.0,294919000.0,6140.0,67.4,2680.0,1557.0,77.7,57.0,-0.36,0.74,-0.02,-0.34,52.41
2007,mississippi,RICE,189000.0,175039000.0,7350.0,65.0,2314.0,2223.0,76.7,53.3,-3.11,-3.11,-3.04,-1.24,41.78
2007,missouri,RICE,178000.0,146120000.0,6900.0,56.2,1497.0,4845.0,67.0,45.4,-0.77,-0.77,-0.77,-0.27,39.58
2007,texas,RICE,145000.0,117763000.0,6550.0,64.8,2596.0,1855.0,76.5,53.2,7.7,7.7,7.7,2.05,36.2
2008,arkansas,RICE,1395000.0,1394070000.0,6660.0,59.9,1587.0,3654.0,70.8,48.9,2.52,2.52,2.52,1.15,60.48
2008,california,RICE,517000.0,1183325000.0,8320.0,58.9,1018.0,2868.0,71.9,46.0,-4.2,-4.2,-4.2,-1.19,17.85
2008,louisiana,RICE,464000.0,416370000.0,5830.0,66.6,2527.0,1669.0,77.4,55.9,0.77,-1.09,0.03,0.03,56.13
2008,mississippi,RICE,229000.0,241580000.0,6850.0,63.3,2012.0,2520.0,74.8,51.8,1.57,-0.72,1.35,0.42,59.44
2008,missouri,RICE,199000.0,181787000.0,6620.0,53.4,1085.0,5462.0,64.1,42.8,4.33,4.33,4.24,2.08,56.1
2008,texas,RICE,172000.0,186328000.0,6900.0,65.5,2717.0,1795.0,78.7,52.3,-1.82,-1.82,-0.49,-0.97,23.8
2009,arkansas,RICE,1470000.0,1338982000.0,6800.0,59.9,1492.0,3552.0,70.1,49.7,3.36,3.36,3.36,1.98,72.2
2009,california,RICE,556000.0,936958000.0,8600.0,58.8,965.0,2887.0,71.7,45.9,-3.28,-3.28,-3.28,-0.88,17.05
2009,louisiana,RICE,464000.0,379821000.0,6300.0,66.9,2664.0,1675.0,77.0,56.7,-1.85,-1.85,-1.85,0.4,64.04
2009,mississippi,RICE,243000.0,210025000.0,6700.0,63.6,2086.0,2477.0,74.4,52.8,1.14,1.14,0.49,0.97,68.42
2009,missouri,RICE,200000.0,173157000.0,6710.0,54.0,979.0,5183.0,64.2,43.7,4.19,4.19,4.19,1.56,51.71
2009,texas,RICE,170000.0,170293000.0,7770.0,65.8,2837.0,1846.0,78.5,53.0,-4.7,-4.7,-4.7,-0.76,28.54
2010,arkansas,RICE,1785000.0,1307128000.0,6480.0,61.2,2167.0,3724.0,72.3,50.0,-2.11,0.69,-1.99,-1.22,38.79
2010,california,RICE,553000.0,930846000.0,8020.0,57.7,703.0,3092.0,69.8,45.7,1.53,1.53,1.16,1.16,31.18
2010,louisiana,RICE,535000.0,388238000.0,6100.0,66.5,2921.0,2209.0,77.3,55.6,-2.23,-2.23,-2.01,-1.53,41.76
2010,mississippi,RICE,303000.0,217938000.0,6850.0,63.5,2501.0,2971.0,75.3,51.7,-1.41,-1.41,-1.29,-1.07,43.91
2010,missouri,RICE,251000.0,178794000.0,6480.0,55.2,1513.0,5244.0,65.8,44.6,3.59,3.59,3.24,0.51,44.57
2010,texas,RICE,188000.0,160269000.0,7160.0,65.1,2878.0,2149.0,77.5,52.7,-0.46,2.38,1.75,0.27,27.81
2011,arkansas,RICE,1154000.0,1046540000.0,6770.0,61.8,2029.0,3369.0,73.1,50.6,-2.47,-2.47,-2.04,-0.09,55.84
2011,california,RICE,580000.0,900277000.0,8350.0,57.4,774.0,3187.0,70.0,44.9,3.5,3.5,3.5,0.24,18.79
2011,louisiana,RICE,418000.0,354162000.0,6320.0,67.7,2883.0,1685.0,79.0,56.5,-5.91,-5.91,-5.91,-1.48,43.01
2011,mississippi,RICE,157000.0,143042000.0,6850.0,64.5,2295.0,2409.0,76.1,52.7,-3.53,-3.53,-3.53,-0.47,52.84
2011,missouri,RICE,128000.0,112158000.0,6490.0,55.6,1438.0,4998.0,66.3,44.9,-0.89,1.88,0.59,0.3,45.7
2011,texas,RICE,180000.0,181244000.0,7190.0,67.3,3370.0,1827.0,80.9,53.8,-7.86,-7.86,-7.86,-2.66,14.7
2012,arkansas,RICE,1285000.0,1374359000.0,7480.0,63.6,2139.0,2751.0,75.2,52.1,-3.57,-3.57,-3.47,-1.34,39.81
2012,california,RICE,557000.0,844682000.0,8150.0,59.5,1019.0,2748.0,72.5,46.5,-1.58,-1.58,-0.99,-0.33,23.45
2012,louisiana,RICE,397000.0,367776000.0,6430.0,68.7,2847.0,1276.0,79.2,58.2,1.76,1.76,1.76,0.29,62.88
2012,mississippi,RICE,129000.0,135605000.0,7200.0,65.7,2295.0,1957.0,77.1,54.3,2.16,2.16,2.16,0.26,59.17
2012,missouri,RICE,177000.0,174445000.0,6990.0,58.6,1607.0,4079.0,70.4,46.7,-4.31,-4.31,-4.31,-1.57,31.03
2012,texas,RICE,134000.0,170498000.0,8370.0,67.8,3096.0,1411.0,80.6,54.9,-4.01,-4.01,-4.01,-0.97,24.1
2013,arkansas,RICE,1064000.0,1222612000.0,7560.0,59.6,1622.0,3747.0,70.2,49.0,0.86,0.86,0.86,0.49,54.24
2013,california,RICE,562000.0,995697000.0,8480.0,59.3,963.0,2712.0,72.6,46.1,-3.23,-3.23,-3.23,-1.86,7.93
2013,louisiana,RICE,413000.0,467093000.0,7300.0,66.3,2521.0,1807.0,76.5,56.0,-0.88,-0.88,-0.88,0.25,61.43
2013,mississippi,RICE,124000.0,141310000.0,7400.0,63.1,1998.0,2602.0,73.9,52.3,1.94,1.94,1.7,0.63,62.93
2013,missouri,RICE,156000.0,165617000.0,7030.0,53.6,1145.0,5461.0,64.2,43.1,2.18,2.18,2.18,0.76,45.71
2013,texas,RICE,144000.0,182778000.0,7740.0,65.1,2746.0,2014.0,77.6,52.6,-4.67,-4.67,-4.67,-0.77,26.02
2014,arkansas,RICE,1480000.0,1343484000.0,7560.0,58.7,1511.0,3974.0,69.2,48.1,1.86,1.86,1.86,0.28,47.91
2014,california,RICE,442000.0,827005000.0,8580.0,61.5,1173.0,2095.0,74.2,48.7,-6.35,-6.35,-6.35,-1.69,19.9
2014,louisiana,RICE,462000.0,424978000.0,7130.0,65.1,2427.0,2088.0,75.4,54.8,2.06,2.06,2.06,0.26,55.94
2014,mississippi,RICE,190000.0,171971000.0,7420.0,62.3,1992.0,2877.0,73.6,51.1,2.36,2.36,2.36,0.44,58.22
2014,missouri,RICE,213000.0,159940000.0,6830.0,52.9,1106.0,5700.0,63.7,42.1,0.69,0.69,0.69,0.3,39.31
2014,texas,RICE,146000.0,148240000.0,7360.0,64.9,2683.0,2088.0,77.2,52.6,-3.2,-3.2,-3.2,-0.8,24.01
2015,arkansas,RICE,1291000.0,1032339000.0,7340.0,61.4,1856.0,3326.0,71.9,50.9,2.05,2.05,2.05,1.13,67.31
2015,california,RICE,426000.0,696937000.0,8890.0,60.8,1157.0,2347.0,73.4,48.1,-4.75,-4.75,-4.75,-1.39,15.04
2015,louisiana,RICE,415000.0,328217000.0,6940.0,68.1,2984.0,1516.0,78.2,58.0,-1.59,-1.59,-1.59,0.35,67.31
2015,mississippi,RICE,149000.0,116534000.0,7110.0,65.3,2380.0,2165.0,76.0,54.5,-0.54,-0.54,-0.54,0.07,60.57
2015,missouri,RICE,174000.0,136774000.0,7020.0,55.8,1271.0,4728.0,66.3,45.4,3.8,3.8,3.8,1.58,55.52
2015,texas,RICE,129000.0,110310000.0,6900.0,65.8,2908.0,1858.0,77.4,54.2,4.19,4.19,3.64,2.08,41.23
2016,arkansas,RICE,1521000.0,988898000.0,6920.0,62.8,1991.0,2990.0,73.5,52.1,2.89,2.89,2.89,-0.15,50.44
2016,california,RICE,536000.0,677734000.0,8840.0,60.1,1023.0,2445.0,72.5,47.7,-2.55,-2.55,-2.55,0.08,25.73
2016,louisiana,RICE,428000.0,289578000.0,6630.0,68.7,2977.0,1367.0,78.8,58.6,4.46,4.46,4.46,0.66,67.08
2016,mississippi,RICE,194000.0,133022000.0,7180.0,65.9,2497.0,2091.0,77.4,54.5,0.45,0.45,0.45,-0.59,53.13
2016,missouri,RICE,231000.0,152292000.0,6650.0,57.4,1486.0,4399.0,68.1,46.8,3.18,3.18,3.18,-0.18,39.44
2016,texas,RICE,187000.0,143166000.0,7360.0,67.2,3061.0,1501.0,79.1,55.2,5.75,5.75,5.75,0.84,32.1
2017,arkansas,RICE,1104000.0,917348000.0,7490.0,62.5,1670.0,2761.0,73.3,51.8,2.75,2.75,2.75,0.01,50.26
2017,california,RICE,443000.0,756723000.0,8410.0,60.3,1167.0,2449.0,72.7,48.0,-0.98,1.54,0.08,0.17,28.17
2017,louisiana,RICE,395000.0,310085000.0,6710.0,68.7,2747.0,1166.0,78.6,58.8,4.8,4.8,4.8,0.46,64.06
2017,mississippi,RICE,114000.0,97014000.0,7400.0,65.8,2157.0,1818.0,76.6,55.0,3.46,3.46,3.46,0.4,58.93
2017,missouri,RICE,160000.0,142800000.0,7440.0,57.2,1248.0,4291.0,68.2,46.1,2.36,2.36,2.36,-0.04,41.45
2017,texas,RICE,158000.0,136469000.0,7260.0,67.3,2944.0,1337.0,79.7,54.9,2.47,2.47,2.47,-0.16,30.28
2018,arkansas,RICE,1422000.0,1144333000.0,7520.0,61.2,2037.0,3623.0,71.5,50.8,0.89,-0.75,0.6,0.91,64.32
2018,california,RICE,504000.0,924953000.0,8620.0,60.1,1101.0,2546.0,72.7,47.5,-2.71,-2.71,-2.71,-0.99,18.09
2018,louisiana,RICE,436000.0,348253000.0,7130.0,67.8,3006.0,1681.0,77.7,57.9,-2.39,-2.39,-2.39,0.29,66.39
2018,mississippi,RICE,137000.0,108734000.0,7350.0,64.8,2467.0,2469.0,75.3,54.2,0.1,-0.84,-0.52,0.51,66.81
2018,missouri,RICE,221000.0,183687000.0,7770.0,55.2,1598.0,5320.0,65.8,44.6,0.55,-1.3,-0.49,0.11,43.0
2018,texas,RICE,189000.0,188250000.0,7970.0,66.0,3015.0,1984.0,78.1,53.9,-3.69,-3.69,-3.69,0.31,33.72
2019,arkansas,RICE,1125000.0,1001802000.0,7480.0,61.2,1866.0,3454.0,71.6,50.9,4.96,4.96,4.96,1.4,65.65
2019,california,RICE,501000.0,923492000.0,8460.0,58.4,896.0,2950.0,70.4,46.4,-0.34,2.06,1.51,0.69,29.12
2019,louisiana,RICE,412000.0,310116000.0,6380.0,67.7,2918.0,1584.0,77.8,57.7,3.06,3.06,3.06,0.35,61.87
2019,mississippi,RICE,114000.0,99651000.0,7350.0,65.2,2428.0,2276.0,76.0,54.5,3.28,3.28,3.28,0.93,68.06
2019,missouri,RICE,175000.0,156017000.0,7370.0,55.0,1339.0,5182.0,65.1,44.9,4.66,4.66,4.66,1.68,53.82
2019,texas,RICE,148000.0,139264000.0,7350.0,65.9,2932.0,1879.0,78.0,53.8,-0.62,3.86,3.1,0.37,26.86
2020,arkansas,RICE,1434000.0,1344825000.0,7500.0,61.2,1604.0,3190.0,71.3,51.0,4.58,4.58,4.58,1.32,63.82
2020,california,RICE,514000.0,1021668000.0,8720.0,60.5,1206.0,2570.0,73.6,47.5,-1.83,-1.83,-1.83,-1.39,12.07
2020,louisiana,RICE,473000.0,406186000.0,6820.0,68.2,2856.0,1336.0,77.9,58.4,2.24,2.24,2.24,0.77,66.96
2020,mississippi,RICE,167000.0,154863000.0,7420.0,65.5,2262.0,1983.0,76.0,54.9,3.83,3.83,3.83,1.04,68.84
2020,missouri,RICE,211000.0,185191000.0,7250.0,55.8,1222.0,4765.0,66.2,45.3,3.62,3.62,3.48,0.79,46.34
2020,texas,RICE,179000.0,194140000.0,8150.0,66.9,2961.0,1549.0,79.5,54.2,-2.48,-2.48,-2.48,-0.78,26.17
2021,arkansas,RICE,1188000.0,1224180000.0,7630.0,61.4,1784.0,3254.0,72.0,50.7,3.1,3.1,3.1,0.06,50.23
2021,california,RICE,405000.0,1172896000.0,9050.0,60.4,1146.0,2689.0,73.1,47.6,-6.87,-6.87,-6.87,-1.47,18.93
2021,louisiana,RICE,413000.0,388806000.0,6870.0,67.5,2703.0,1510.0,77.1,57.8,4.34,4.34,4.34,0.86,66.28
2021,mississippi,RICE,98000.0,99738000.0,7540.0,64.7,2174.0,2162.0,75.4,54.0,5.48,5.48,5.48,1.1,65.5
2021,missouri,RICE,194000.0,212146000.0,8040.0,56.3,1378.0,4645.0,66.7,45.9,2.5,2.5,2.4,0.48,44.01
2021,texas,RICE,180000.0,175398000.0,6860.0,66.2,2816.0,1643.0,78.3,54.1,2.53,2.53,2.53,-0.18,28.79
2022,arkansas,RICE,1080000.0,1320842000.0,7410.0,61.2,1937.0,3508.0,72.6,49.6,-0.31,-0.31,0.39,-0.07,51.69
2022,california,RICE,252000.0,906223000.0,8770.0,60.1,1205.0,2672.0,73.3,46.8,-4.79,-4.79,-4.79,-1.36,14.1
2022,louisiana,RICE,412000.0,466701000.0,6660.0,67.3,2790.0,1686.0,78.2,56.3,1.74,-0.6,1.68,-0.17,55.58
2022,mississippi,RICE,86000.0,107112000.0,7370.0,64.7,2337.0,2355.0,76.5,52.9,1.79,2.33,1.45,0.19,59.58
2022,missouri,RICE,151000.0,199051000.0,7940.0,55.0,1399.0,5216.0,66.5,43.5,-0.54,1.1,0.12,-0.09,40.26
2022,texas,RICE,186000.0,210627000.0,6510.0,66.5,3224.0,1949.0,79.4,53.5,-5.08,-5.08,-4.14,-1.7,21.24
2023,arkansas,RICE,1417000.0,1679398000.0,7550.0,62.9,1931.0,2878.0,74.0,51.9,-0.02,1.06,0.72,0.04,52.37
2023,california,RICE,512000.0,1468631000.0,8590.0,58.2,849.0,3123.0,70.1,46.2,-0.24,2.11,1.36,0.44,27.14
2023,louisiana,RICE,462000.0,518612000.0,6800.0,69.7,3251.0,1247.0,80.3,59.0,-3.72,-3.72,-3.72,-1.69,43.68
2023,mississippi,RICE,120000.0,142528000.0,7470.0,66.7,2564.0,1841.0,78.2,55.2,-1.23,-1.23,-1.23,-1.03,47.61
2023,missouri,RICE,200000.0,246169000.0,7990.0,57.4,1350.0,4280.0,68.8,46.0,-1.12,-1.12,-0.03,-0.76,35.79
2023,texas,RICE,143000.0,193107000.0,7670.0,68.1,3379.0,1474.0,80.5,55.6,-4.65,-4.65,-4.65,-1.19,23.98
1974,arizona,COTTON,392000.0,210622000.0,1218.0,59.5,2817.0,2282.0,73.9,45.1,-3.37,-3.37,-3.37,-0.67,10.99
1975,arizona,COTTON,268000.0,146046000.0,1027.0,57.9,2477.0,2498.0,72.5,43.3,-1.83,-1.83,-1.82,-0.35,10.16
1976,arizona,COTTON,340000.0,257005000.0,1178.0,59.0,2534.0,2166.0,73.5,44.5,-1.72,-1.72,-1.72,-0.31,11.62
1977,arizona,COTTON,515000.0,288130000.0,997.0,60.2,2855.0,2018.0,74.5,45.9,-2.35,-2.35,-2.35,-0.89,10.61
1978,arizona,COTTON,538000.0,295255000.0,953.0,59.8,2840.0,2161.0,73.3,46.3,2.7,2.7,1.48,2.0,20.13
1979,arizona,COTTON,575000.0,420864000.0,1069.0,58.8,2733.0,2372.0,73.2,44.4,6.12,6.12,5.84,1.13,12.21
1980,alabama,COTTON,321000.0,104544000.0,411.0,62.5,2029.0,3174.0,74.5,50.5,-2.11,1.03,-1.58,0.02,58.48
1980,arizona,COTTON,549000.0,488090000.0,1184.0,60.2,2740.0,1892.0,74.5,46.0,-0.52,3.99,3.29,0.76,13.58
1980,arkansas,COTTON,645000.0,163463000.0,330.0,60.5,2105.0,3855.0,72.3,48.7,-3.06,-3.06,-3.06,-0.96,40.1
1980,california,COTTON,1540000.0,1161025000.0,969.0,58.1,664.0,2939.0,70.5,45.6,-0.16,1.98,1.71,0.22,24.12
1980,florida,COTTON,5900.0,3060000.0,610.0,69.9,3257.0,874.0,80.8,59.1,-1.52,-1.52,-1.52,-0.44,49.29
1980,georgia,COTTON,160000.0,32157000.0,258.0,63.0,1818.0,3312.0,74.8,51.2,-2.55,-2.55,-2.55,-0.54,47.07
1980,louisiana,COTTON,560000.0,171782000.0,394.0,66.1,2655.0,2026.0,77.2,54.9,-2.55,0.63,-2.47,-0.17,58.38
1980,mississippi,COTTON,1125000.0,419161000.0,488.0,63.1,2272.0,2860.0,74.7,51.4,-1.48,2.28,0.42,0.31,61.97
1980,missouri,COTTON,241000.0,61766000.0,353.0,55.0,1636.0,5440.0,66.7,43.3,-3.29,-3.29,-3.29,-1.49,28.84
